################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.3959405957450031E+00 a      2081     0   105     1     1
 -2.5473166573069045E-01 a      2082     0   105     1     2
 -1.1413495413520202E+01 a      2083     0   105     1     3
 -7.5553137035696005E-01 a      2084     0   105     1     4
  9.4594370450812431E+00 a      2085     0   105     1     5
  2.9855502863330581E+00 a      2086     0   105     1     6
  3.5287804407235662E-01 a      2087     0   105     1     7
  4.1260441627158340E+00 a      2088     0   105     1     8
  1.8016466545595451E+00 a      2089     0   105     1     9
  1.0988729378353879E+01 a      2090     0   105     1    10
  3.5331449297127548E+00 a      2091     0   105     1    11
 -1.8988534032111783E+01 a      2092     0   105     1    12
 -1.8789376612312094E+00 a      2093     0   105     1    13
  4.4647548070838639E+00 a      2094     0   105     1    14
 -1.6938692385121927E+00 a      2095     0   105     1    15
  1.7949202473432038E+00 a      2096     0   105     1    16
 -1.0107376201953061E+01 a      2097     0   105     1    17
 -1.1593759346808696E+01 a      2098     0   105     1    18
 -2.5128798499029785E+00 a      2099     0   105     1    19
 -5.1777083151254144E-01 a      2100     0   105     1    20
  1.1175179710601537E+00 a      2101     0   106     1     1
  3.2308926939211005E+00 a      2102     0   106     1     2
  7.4137826501184900E+00 a      2103     0   106     1     3
  8.4366671599007614E-01 a      2104     0   106     1     4
 -5.3603180266184500E+00 a      2105     0   106     1     5
  2.8533947491093370E+00 a      2106     0   106     1     6
  2.1860468445697130E+00 a      2107     0   106     1     7
 -2.1669161802004382E+01 a      2108     0   106     1     8
  1.6485428532007036E+00 a      2109     0   106     1     9
  6.5619610273511970E+00 a      2110     0   106     1    10
 -3.1655693676590463E-01 a      2111     0   106     1    11
 -3.4537462493344218E+00 a      2112     0   106     1    12
  7.5092090572314003E+00 a      2113     0   106     1    13
 -5.5603430586651648E+00 a      2114     0   106     1    14
 -4.8829865398694050E-03 a      2115     0   106     1    15
 -9.3110491305578336E+00 a      2116     0   106     1    16
 -1.0340377424071603E+01 a      2117     0   106     1    17
 -9.7399731931163813E-01 a      2118     0   106     1    18
  1.3669725933466073E+00 a      2119     0   106     1    19
  2.2511950653173404E-01 a      2120     0   106     1    20
  9.0345909167449250E+00 a      2121     0   107     1     1
 -1.0042877616070225E+01 a      2122     0   107     1     2
 -1.7756639897068638E+01 a      2123     0   107     1     3
 -1.1106545841877069E+00 a      2124     0   107     1     4
  1.9316920136118540E+01 a      2125     0   107     1     5
  3.6243524254334991E+00 a      2126     0   107     1     6
 -1.8090022277856999E+00 a      2127     0   107     1     7
 -1.7796570582267883E+01 a      2128     0   107     1     8
 -3.6605921398505212E+00 a      2129     0   107     1     9
 -9.3020404040049360E+00 a      2130     0   107     1    10
  3.2421882778495310E+00 a      2131     0   107     1    11
 -1.8128644549635589E+00 a      2132     0   107     1    12
  1.7321130690948408E+00 a      2133     0   107     1    13
 -7.0667467222106470E+00 a      2134     0   107     1    14
 -3.1502693711620919E+00 a      2135     0   107     1    15
 -1.0316258880444458E+01 a      2136     0   107     1    16
 -3.2225125661377381E+00 a      2137     0   107     1    17
 -1.9037456597048973E+01 a      2138     0   107     1    18
 -6.2554427283749625E+00 a      2139     0   107     1    19
 -4.9537763694262749E-01 a      2140     0   107     1    20
  3.8904751179431907E-01 a      2141     0   108     1     1
  2.4575765091690349E+00 a      2142     0   108     1     2
 -3.0655529308105905E+01 a      2143     0   108     1     3
 -1.5868512238624528E+00 a      2144     0   108     1     4
  1.4361406850109189E+01 a      2145     0   108     1     5
  5.1008993851837001E+00 a      2146     0   108     1     6
 -7.1534352435123294E+00 a      2147     0   108     1     7
 -7.4620215346297112E+00 a      2148     0   108     1     8
 -3.7769790533434930E+00 a      2149     0   108     1     9
 -1.1562420503753494E+01 a      2150     0   108     1    10
  4.8347264593490519E-01 a      2151     0   108     1    11
  6.5417447206661770E+00 a      2152     0   108     1    12
  7.3773167423506560E+00 a      2153     0   108     1    13
 -8.1924610319436013E+00 a      2154     0   108     1    14
 -9.6810241438163285E+00 a      2155     0   108     1    15
 -7.6133773570834506E+00 a      2156     0   108     1    16
 -6.6614559564131284E+00 a      2157     0   108     1    17
 -1.0276753055585761E+01 a      2158     0   108     1    18
 -1.9765249920050112E+00 a      2159     0   108     1    19
 -1.6930097835390642E-01 a      2160     0   108     1    20
 -1.2828231344014711E+01 a      2161     0   109     1     1
  9.9017050834835107E-01 a      2162     0   109     1     2
 -1.7432549195058904E+01 a      2163     0   109     1     3
 -4.4088146344935772E+00 a      2164     0   109     1     4
  3.8830812858700821E+00 a      2165     0   109     1     5
  1.1523605306981271E+00 a      2166     0   109     1     6
  6.2996621531948160E-01 a      2167     0   109     1     7
  6.9199871715784784E+00 a      2168     0   109     1     8
 -6.8779169776032836E+00 a      2169     0   109     1     9
  2.0132984930600100E+00 a      2170     0   109     1    10
  2.9404100795966994E+00 a      2171     0   109     1    11
  1.5515324393231069E+00 a      2172     0   109     1    12
 -1.4897421576629860E+01 a      2173     0   109     1    13
  3.8516028941534580E-01 a      2174     0   109     1    14
 -2.0568663823145199E+00 a      2175     0   109     1    15
 -1.0275977301543911E+01 a      2176     0   109     1    16
  7.1723102897152191E-01 a      2177     0   109     1    17
 -1.1097900942385575E+01 a      2178     0   109     1    18
 -3.9796590588971670E+00 a      2179     0   109     1    19
  6.1968830983265177E-01 a      2180     0   109     1    20
  1.2853535688249153E+01 a      2181     0   110     1     1
 -1.7544076403056854E+00 a      2182     0   110     1     2
 -1.0395536438622909E+01 a      2183     0   110     1     3
 -8.1496234567983816E-01 a      2184     0   110     1     4
 -5.0363800701172678E+00 a      2185     0   110     1     5
  4.6327532803909470E+00 a      2186     0   110     1     6
 -3.4955292984555713E+00 a      2187     0   110     1     7
 -1.8831195266584920E+01 a      2188     0   110     1     8
 -4.1994854086211486E+00 a      2189     0   110     1     9
 -1.0420947110940766E+01 a      2190     0   110     1    10
  1.3595892395929765E-01 a      2191     0   110     1    11
 -1.0107547629046509E+01 a      2192     0   110     1    12
 -3.9134176152092932E+00 a      2193     0   110     1    13
  6.2402785643051417E-01 a      2194     0   110     1    14
 -1.2037909301721843E+00 a      2195     0   110     1    15
 -1.6913602005575591E+01 a      2196     0   110     1    16
 -4.9496071925287284E+00 a      2197     0   110     1    17
 -5.6714508595810367E+00 a      2198     0   110     1    18
 -4.2296947002033445E+00 a      2199     0   110     1    19
 -2.6852484805772647E-01 a      2200     0   110     1    20
 -2.6456981492756526E+00 a      2201     0   111     1     1
  3.3164130864139105E+00 a      2202     0   111     1     2
 -1.6086246117837291E+01 a      2203     0   111     1     3
 -3.5526414133051682E+00 a      2204     0   111     1     4
  6.6246196276621250E+00 a      2205     0   111     1     5
 -1.7445492762373558E+00 a      2206     0   111     1     6
 -3.8144100283877407E+00 a      2207     0   111     1     7
 -1.9944719232659761E+01 a      2208     0   111     1     8
 -3.8795797126508198E+00 a      2209     0   111     1     9
 -6.9696404606603721E+00 a      2210     0   111     1    10
 -3.8998915346755125E+00 a      2211     0   111     1    11
  3.1429344589416193E+01 a      2212     0   111     1    12
  1.4214259817917354E+01 a      2213     0   111     1    13
  1.6703161053909654E+00 a      2214     0   111     1    14
 -5.1738882021153371E-02 a      2215     0   111     1    15
 -1.7213161660123969E+01 a      2216     0   111     1    16
  2.0383421813984043E+01 a      2217     0   111     1    17
 -1.0822465461259654E+01 a      2218     0   111     1    18
 -3.8321171008775261E+00 a      2219     0   111     1    19
 -2.5418912757753245E+00 a      2220     0   111     1    20
 -7.0846778521696541E+00 a      2221     0   112     1     1
 -1.3110452194639970E+01 a      2222     0   112     1     2
  2.0513241115877538E-02 a      2223     0   112     1     3
  1.3015972039082184E+00 a      2224     0   112     1     4
 -1.3157246321458860E+01 a      2225     0   112     1     5
 -1.8806113806999900E+00 a      2226     0   112     1     6
  1.0475301383993278E+00 a      2227     0   112     1     7
  1.9645555639728602E+01 a      2228     0   112     1     8
  1.8186499643129337E+00 a      2229     0   112     1     9
 -8.1105198322959708E+00 a      2230     0   112     1    10
  1.7554013005006452E-01 a      2231     0   112     1    11
 -6.9172599876585243E+00 a      2232     0   112     1    12
  7.8116966206577114E+00 a      2233     0   112     1    13
  1.2512992248817771E+01 a      2234     0   112     1    14
 -5.0603413160923361E-01 a      2235     0   112     1    15
  4.3763370980376184E+00 a      2236     0   112     1    16
  3.9199861903863735E+00 a      2237     0   112     1    17
  3.9509716268874326E+00 a      2238     0   112     1    18
 -1.7012317941448138E+00 a      2239     0   112     1    19
 -2.5732775595156138E-01 a      2240     0   112     1    20
 -4.8151291149580819E+00 a      2241     0   113     1     1
 -1.1435754753719476E+00 a      2242     0   113     1     2
  4.9769681492798705E+00 a      2243     0   113     1     3
  3.0552370549441834E+00 a      2244     0   113     1     4
 -1.4598337158613836E+01 a      2245     0   113     1     5
 -2.4334615295554483E+00 a      2246     0   113     1     6
  2.2307591496808161E+00 a      2247     0   113     1     7
  2.6283932253770264E+00 a      2248     0   113     1     8
  3.4035543514079807E+00 a      2249     0   113     1     9
  1.3021512396365504E+01 a      2250     0   113     1    10
 -1.2626928188922102E+00 a      2251     0   113     1    11
  4.2387150905149120E+00 a      2252     0   113     1    12
  8.5467830820207240E+00 a      2253     0   113     1    13
  2.1026972514852282E+00 a      2254     0   113     1    14
 -4.1444766193936138E+00 a      2255     0   113     1    15
 -3.0938858792537607E+00 a      2256     0   113     1    16
  3.1209562295006337E+00 a      2257     0   113     1    17
  6.5679404798578167E+00 a      2258     0   113     1    18
  1.6290846623120034E+00 a      2259     0   113     1    19
 -7.8873602540402044E-02 a      2260     0   113     1    20
  5.3047408988359530E+00 a      2261     0   114     1     1
  5.3423886466611021E+00 a      2262     0   114     1     2
  9.0543682522437177E+00 a      2263     0   114     1     3
  1.7348106678591890E+00 a      2264     0   114     1     4
 -6.6097377145052310E+00 a      2265     0   114     1     5
 -1.4462161289083126E+00 a      2266     0   114     1     6
  4.2594124379339311E+00 a      2267     0   114     1     7
 -5.1443744423180879E+00 a      2268     0   114     1     8
  3.9821302664779434E+00 a      2269     0   114     1     9
  6.4088143203185028E+00 a      2270     0   114     1    10
 -7.5538181313006147E-01 a      2271     0   114     1    11
  2.8854787450221449E+00 a      2272     0   114     1    12
 -3.4822680668479715E+00 a      2273     0   114     1    13
  1.0732305789127778E+01 a      2274     0   114     1    14
 -3.3344896927182832E-01 a      2275     0   114     1    15
 -7.7676885550236427E+00 a      2276     0   114     1    16
 -5.9466349831982646E+00 a      2277     0   114     1    17
  5.5889919973082958E-01 a      2278     0   114     1    18
 -1.1445948655282243E+00 a      2279     0   114     1    19
  2.7919347713392317E-01 a      2280     0   114     1    20
  2.1943307447819818E+00 a      2281     0   115     1     1
  1.2898716400399788E+00 a      2282     0   115     1     2
  5.9518331204472581E+00 a      2283     0   115     1     3
  3.4953938752530394E+00 a      2284     0   115     1     4
 -1.5221197385307612E+01 a      2285     0   115     1     5
 -6.2183358994808025E-01 a      2286     0   115     1     6
  1.2100241220602857E-01 a      2287     0   115     1     7
  6.3232417313855631E+00 a      2288     0   115     1     8
  4.3998121151415734E+00 a      2289     0   115     1     9
 -7.0423657290291013E+00 a      2290     0   115     1    10
 -1.8790878317490332E+00 a      2291     0   115     1    11
  2.1025681333655095E+00 a      2292     0   115     1    12
 -1.2032544391870340E+01 a      2293     0   115     1    13
 -9.9023303805730194E+00 a      2294     0   115     1    14
 -5.9320877103863410E+00 a      2295     0   115     1    15
  5.9189273488491034E+00 a      2296     0   115     1    16
  4.0082594576816817E+00 a      2297     0   115     1    17
  3.7900907114759255E+00 a      2298     0   115     1    18
  2.5964927839431495E+00 a      2299     0   115     1    19
