################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.7550123758597522E+01 a       773     0    39     1    13
  1.5919959654227830E+01 a       774     0    39     1    14
  6.6718775334216947E+00 a       775     0    39     1    15
  2.4255573913901745E+01 a       776     0    39     1    16
  1.5612400672129960E+01 a       777     0    39     1    17
  4.2167914834274924E+00 a       778     0    39     1    18
  2.0817711555533602E+01 a       779     0    39     1    19
  7.7671763136704530E-01 a       780     0    39     1    20
  2.1118796396270184E+01 a       781     0    40     1     1
  1.4218976271709316E+01 a       782     0    40     1     2
  2.3933821739022257E+01 a       783     0    40     1     3
  1.0247752216843843E+01 a       784     0    40     1     4
 -4.6156434286309604E+00 a       785     0    40     1     5
 -5.2508444039854254E+00 a       786     0    40     1     6
 -3.1743849736327321E+00 a       787     0    40     1     7
 -3.7398644833292644E-01 a       788     0    40     1     8
  5.1585400282630793E+00 a       789     0    40     1     9
 -1.9267208649974382E+01 a       790     0    40     1    10
 -8.6219621206754518E+00 a       791     0    40     1    11
  3.7258103728861478E+00 a       792     0    40     1    12
 -1.3988577996312257E+01 a       793     0    40     1    13
 -2.5832724012235705E+01 a       794     0    40     1    14
  5.4269383956235054E-02 a       795     0    40     1    15
 -9.5594653649596975E+00 a       796     0    40     1    16
 -5.0373470811444658E+00 a       797     0    40     1    17
  7.1546474880901965E+00 a       798     0    40     1    18
  8.9186432884543621E+00 a       799     0    40     1    19
  6.6379649745972014E+00 a       800     0    40     1    20
 -4.3847776794430029E+00 a       801     0    41     1     1
  1.9107759650019254E+01 a       802     0    41     1     2
 -2.5268563920799316E+00 a       803     0    41     1     3
  7.3552826537717442E+00 a       804     0    41     1     4
  4.5129662275609954E+00 a       805     0    41     1     5
 -5.2691723002899300E+00 a       806     0    41     1     6
 -6.2304628091994410E+00 a       807     0    41     1     7
  1.4814596937225010E+01 a       808     0    41     1     8
 -1.8824183562907419E+00 a       809     0    41     1     9
 -1.5249146019084174E+01 a       810     0    41     1    10
 -2.0468213751417106E+00 a       811     0    41     1    11
  3.6949461801429823E-01 a       812     0    41     1    12
  1.6913316645371672E+00 a       813     0    41     1    13
 -1.8393493416929140E+01 a       814     0    41     1    14
 -6.4901763317905523E+00 a       815     0    41     1    15
  2.6428170798757456E+01 a       816     0    41     1    16
 -6.0906359518035371E+00 a       817     0    41     1    17
 -1.5752704040874837E+01 a       818     0    41     1    18
  7.7755158180014590E+00 a       819     0    41     1    19
  1.9725659000678455E+00 a       820     0    41     1    20
 -2.5315349341591364E+00 a       821     0    42     1     1
 -9.3928653366171861E+00 a       822     0    42     1     2
  2.2401045204986964E+01 a       823     0    42     1     3
  5.0029493464764241E-01 a       824     0    42     1     4
 -2.2111600569974215E+01 a       825     0    42     1     5
 -5.4218090244198986E+00 a       826     0    42     1     6
 -9.4799261305125295E+00 a       827     0    42     1     7
  7.7731533534829058E+00 a       828     0    42     1     8
  2.6475564642739839E+00 a       829     0    42     1     9
  6.7178074161012340E+00 a       830     0    42     1    10
 -4.8614484483683640E+00 a       831     0    42     1    11
 -6.9761904888416346E+00 a       832     0    42     1    12
 -8.9620698729599813E+00 a       833     0    42     1    13
 -1.5507057519528217E+01 a       834     0    42     1    14
  1.3231965049842302E+00 a       835     0    42     1    15
  2.4900514464389495E+01 a       836     0    42     1    16
 -6.2101562757046969E+00 a       837     0    42     1    17
 -1.2998177801517784E+01 a       838     0    42     1    18
  1.3662684792360489E+00 a       839     0    42     1    19
 -1.0985854870365650E+00 a       840     0    42     1    20
  2.9320757278206155E+00 a       841     0    43     1     1
  2.4677673300205488E+01 a       842     0    43     1     2
  2.0244757671727541E+01 a       843     0    43     1     3
 -1.2647421084293907E+01 a       844     0    43     1     4
  1.2219306117923482E+01 a       845     0    43     1     5
 -5.0964057274981025E+00 a       846     0    43     1     6
 -1.1151029549919338E+01 a       847     0    43     1     7
  7.6924568529571564E+00 a       848     0    43     1     8
 -2.4157828364449145E+01 a       849     0    43     1     9
  9.6247347635048737E+00 a       850     0    43     1    10
  1.8882922890587166E+00 a       851     0    43     1    11
 -1.9602047833874284E+01 a       852     0    43     1    12
  3.0990284639280130E+01 a       853     0    43     1    13
 -1.9277139429770070E+01 a       854     0    43     1    14
 -1.8175745609607461E+01 a       855     0    43     1    15
  1.3244838250482511E+01 a       856     0    43     1    16
  2.2450889880654232E+00 a       857     0    43     1    17
 -1.1164720780131647E+01 a       858     0    43     1    18
  4.0313618613591756E-01 a       859     0    43     1    19
  6.3680821241681675E+00 a       860     0    43     1    20
 -1.1823029270977182E+01 a       861     0    44     1     1
  8.9128596444112045E+00 a       862     0    44     1     2
  1.4879317795807641E+01 a       863     0    44     1     3
  5.0246110388377856E+00 a       864     0    44     1     4
  1.1259900441486737E+01 a       865     0    44     1     5
  4.6450261427689149E-01 a       866     0    44     1     6
 -3.4817720795436391E+00 a       867     0    44     1     7
 -4.2321239306244021E+00 a       868     0    44     1     8
 -4.8567456301115417E+00 a       869     0    44     1     9
  8.0259503786121940E+00 a       870     0    44     1    10
 -7.0639245151565867E-03 a       871     0    44     1    11
  6.5752425357892248E+00 a       872     0    44     1    12
 -1.6311167985557880E+01 a       873     0    44     1    13
  1.5699530961360145E+01 a       874     0    44     1    14
  2.9928503279076977E+00 a       875     0    44     1    15
  1.6187395429742370E+01 a       876     0    44     1    16
  1.3970011094218064E+01 a       877     0    44     1    17
 -5.5349147017483320E+00 a       878     0    44     1    18
  6.4986249271865333E+00 a       879     0    44     1    19
 -4.1861128398608854E-01 a       880     0    44     1    20
  7.5408776278830194E+00 a       881     0    45     1     1
 -2.9316035081187040E+00 a       882     0    45     1     2
  2.8534068837541430E+01 a       883     0    45     1     3
 -1.3947496173204312E+01 a       884     0    45     1     4
 -5.7118569128413528E+00 a       885     0    45     1     5
 -1.7966419843371767E+01 a       886     0    45     1     6
  2.9259598308059182E+01 a       887     0    45     1     7
 -8.7733196155678730E+00 a       888     0    45     1     8
 -3.2358216507771374E+01 a       889     0    45     1     9
 -2.0648704677378409E+00 a       890     0    45     1    10
 -1.2429833373907972E+01 a       891     0    45     1    11
 -6.1760300322147881E+00 a       892     0    45     1    12
  7.4299600887620831E-01 a       893     0    45     1    13
 -9.6337613778141495E+00 a       894     0    45     1    14
 -1.8715886825639753E+01 a       895     0    45     1    15
  2.4340705648892406E+01 a       896     0    45     1    16
  1.9022718862893735E+00 a       897     0    45     1    17
  1.3522261006171277E+01 a       898     0    45     1    18
  1.9304141916861386E+01 a       899     0    45     1    19
 -6.4575023526218365E+00 a       900     0    45     1    20
 -2.9017171729274679E+01 a       901     0    46     1     1
  1.8632834957306916E+00 a       902     0    46     1     2
 -3.0855017198473870E+01 a       903     0    46     1     3
 -1.7063559115921326E+01 a       904     0    46     1     4
 -1.0671379090536806E+01 a       905     0    46     1     5
  5.8624810375573597E+00 a       906     0    46     1     6
 -4.0605351926430551E+00 a       907     0    46     1     7
  4.3752568416250137E-01 a       908     0    46     1     8
 -2.0021380569707418E+01 a       909     0    46     1     9
  2.9277680157729318E+01 a       910     0    46     1    10
  1.2343679335814135E+01 a       911     0    46     1    11
 -7.1165358445084337E+00 a       912     0    46     1    12
  3.9581416818238351E+00 a       913     0    46     1    13
  3.4668960082960488E+01 a       914     0    46     1    14
 -1.8218364822979439E+01 a       915     0    46     1    15
  7.5082987029195731E+00 a       916     0    46     1    16
  3.3207525941174563E+00 a       917     0    46     1    17
 -1.7240949243123673E+01 a       918     0    46     1    18
 -1.0538031294792965E+01 a       919     0    46     1    19
 -1.0703790318782692E+01 a       920     0    46     1    20
  1.5578945213202422E+00 a       921     0    47     1     1
 -1.7646381862596591E+01 a       922     0    47     1     2
  1.5072129816727507E+01 a       923     0    47     1     3
 -1.0690679194199902E+01 a       924     0    47     1     4
 -4.9466090987727620E+00 a       925     0    47     1     5
  8.4424374474274479E+00 a       926     0    47     1     6
  6.7382991452496084E+00 a       927     0    47     1     7
  3.7016798903008690E+00 a       928     0    47     1     8
 -8.0539199562014563E+00 a       929     0    47     1     9
  1.6563778920109606E+01 a       930     0    47     1    10
  4.7302846972632464E+00 a       931     0    47     1    11
  2.7803782798845269E+00 a       932     0    47     1    12
 -1.1188774921668271E+01 a       933     0    47     1    13
  3.9319703434023879E+01 a       934     0    47     1    14
  9.9940818166669718E+00 a       935     0    47     1    15
 -3.0425964717217071E+00 a       936     0    47     1    16
  3.2714965625713199E-01 a       937     0    47     1    17
  4.1650006941232071E+01 a       938     0    47     1    18
 -2.9470573413308414E+00 a       939     0    47     1    19
 -3.8798390942347569E+00 a       940     0    47     1    20
 -1.0546714658399580E+01 a       941     0    48     1     1
 -1.4515525201481335E+01 a       942     0    48     1     2
 -1.8181827249488258E+01 a       943     0    48     1     3
 -6.1317245343637292E-02 a       944     0    48     1     4
 -1.0470358430904977E+01 a       945     0    48     1     5
  7.0559280582755459E+00 a       946     0    48     1     6
  1.6936055910764136E+01 a       947     0    48     1     7
 -2.0274804468178992E+01 a       948     0    48     1     8
 -1.5043085571769289E+01 a       949     0    48     1     9
 -7.7321163467539291E+00 a       950     0    48     1    10
  1.0638568157112124E+01 a       951     0    48     1    11
  4.0225625766697144E+00 a       952     0    48     1    12
  7.8330527246930277E+00 a       953     0    48     1    13
  2.7300746313808332E+01 a       954     0    48     1    14
  3.9660126530303299E+00 a       955     0    48     1    15
 -1.6396745709805959E+01 a       956     0    48     1    16
  1.2796073358268991E+01 a       957     0    48     1    17
  1.9698239273298359E+01 a       958     0    48     1    18
  1.6387690288777566E+00 a       959     0    48     1    19
 -1.4136935935920700E+00 a       960     0    48     1    20
  1.5113661556091174E+01 a       961     0    49     1     1
 -2.3512791582660938E+01 a       962     0    49     1     2
 -3.1732433644372526E+00 a       963     0    49     1     3
  1.6525813703759589E+01 a       964     0    49     1     4
 -1.8639362500122836E+01 a       965     0    49     1     5
  9.1551518767522833E+00 a       966     0    49     1     6
  1.2724693168512148E+01 a       967     0    49     1     7
 -8.4535211697728876E+00 a       968     0    49     1     8
  3.1071371337327353E+01 a       969     0    49     1     9
 -7.5586639117479280E+00 a       970     0    49     1    10
 -2.5182151469527392E-01 a       971     0    49     1    11
  2.9625016413832994E+00 a       972     0    49     1    12
 -7.5759649854380200E+00 a       973     0    49     1    13
  3.7288811739082583E+01 a       974     0    49     1    14
  1.8029546663692443E+01 a       975     0    49     1    15
  1.0318643328146251E+01 a       976     0    49     1    16
 -9.5126816158006129E+00 a       977     0    49     1    17
  1.0552441581305535E+01 a       978     0    49     1    18
 -2.1770924565412253E+00 a       979     0    49     1    19
 -1.0868401990570488E+01 a       980     0    49     1    20
  1.0046112362473796E+01 a       981     0    50     1     1
 -2.3552566947387037E+00 a       982     0    50     1     2
 -9.2808845994328752E+00 a       983     0    50     1     3
 -8.9659932050351685E+00 a       984     0    50     1     4
 -7.9640128082971033E+00 a       985     0    50     1     5
 -1.8183942309675178E+00 a       986     0    50     1     6
  2.8833679783934114E+00 a       987     0    50     1     7
  1.5258414153555590E+01 a       988     0    50     1     8
  8.0479301201331221E+00 a       989     0    50     1     9
 -1.9078811319382400E+01 a       990     0    50     1    10
  1.6099121520208077E+00 a       991     0    50     1    11
  1.2414148118931662E+01 a       992     0    50     1    12
  8.9929428298827352E-01 a       993     0    50     1    13
 -1.9474808608524459E+01 a       994     0    50     1    14
 -3.3133320099180188E+00 a       995     0    50     1    15
 -3.0684967850582915E+01 a       996     0    50     1    16
 -3.3160606560191268E+00 a       997     0    50     1    17
  1.6463480246279289E+01 a       998     0    50     1    18
  1.1856701404821814E+00 a       999     0    50     1    19
 -1.1651316808751386E+00 a      1000     0    50     1    20
 -1.4716213298472915E+01 a      1001     0    51     1     1
  1.4419012766924741E+01 a      1002     0    51     1     2
 -2.3809916670408214E+01 a      1003     0    51     1     3
  1.1832999569107320E+01 a      1004     0    51     1     4
 -5.3789665838335454E-01 a      1005     0    51     1     5
  2.1122025324299983E+01 a      1006     0    51     1     6
 -3.4117113308143850E+01 a      1007     0    51     1     7
  1.8644615546967668E+01 a      1008     0    51     1     8
  3.1982441543291369E+01 a      1009     0    51     1     9
  1.2230253782592897E+00 a      1010     0    51     1    10
  1.9243159182161691E+01 a      1011     0    51     1    11
 -1.5206688559452646E+01 a      1012     0    51     1    12
  1.4296190681817441E+01 a      1013     0    51     1    13
  1.8478058685416734E+01 a      1014     0    51     1    14
  2.9966724178028699E+01 a      1015     0    51     1    15
 -1.2913272850355373E+01 a      1016     0    51     1    16
  3.6853813106338542E+00 a      1017     0    51     1    17
  1.7390676109920268E+01 a      1018     0    51     1    18
 -1.7669390761286870E+01 a      1019     0    51     1    19
  6.9630591931114045E+00 a      1020     0    51     1    20
  3.4419365121124614E+00 a      1021     0    52     1     1
 -9.9599682828571829E+00 a      1022     0    52     1     2
 -1.5647659814694142E+01 a      1023     0    52     1     3
  1.0059762871110149E+00 a      1024     0    52     1     4
 -3.1520902542688678E+01 a      1025     0    52     1     5
 -1.8033179793841025E+00 a      1026     0    52     1     6
  3.1118178008732880E+00 a      1027     0    52     1     7
 -4.1529869559578492E+00 a      1028     0    52     1     8
 -9.9435540054267513E+00 a      1029     0    52     1     9
  1.0836566044866965E+01 a      1030     0    52     1    10
  6.3187362424633919E+00 a      1031     0    52     1    11
 -7.7920170437172587E+00 a      1032     0    52     1    12
 -1.3230793065999574E+01 a      1033     0    52     1    13
  1.7804027702794169E+01 a      1034     0    52     1    14
  3.6652753944915966E+00 a      1035     0    52     1    15
  4.0275206699265338E+00 a      1036     0    52     1    16
 -1.9152509662082100E+01 a      1037     0    52     1    17
 -3.1668870219880527E+00 a      1038     0    52     1    18
  3.2763882069907013E-01 a      1039     0    52     1    19
 -6.5518828442448496E-01 a      1040     0    52     1    20
  6.6652314941709383E+00 a      1041     0    53     1     1
 -1.1232276503790489E+01 a      1042     0    53     1     2
 -2.7000694724139771E-02 a      1043     0    53     1     3
 -4.8825366654260609E+00 a      1044     0    53     1     4
  7.8272384065020084E+00 a      1045     0    53     1     5
 -7.2723671988341942E-01 a      1046     0    53     1     6
  4.9885132702847146E-01 a      1047     0    53     1     7
 -1.4072110013578554E-02 a      1048     0    53     1     8
 -3.5541820016103940E+00 a      1049     0    53     1     9
  2.1618188445595699E+01 a      1050     0    53     1    10
  3.9569746217498736E+00 a      1051     0    53     1    11
 -7.1850830356626911E+00 a      1052     0    53     1    12
  1.5810489887565824E+01 a      1053     0    53     1    13
  6.4472140383173819E+00 a      1054     0    53     1    14
 -7.4212044820569538E+00 a      1055     0    53     1    15
 -1.4633413891352429E+01 a      1056     0    53     1    16
 -1.6465875356166698E+01 a      1057     0    53     1    17
 -2.1815547613992308E+01 a      1058     0    53     1    18
 -2.7861620440667401E+00 a      1059     0    53     1    19
 -7.2947665584970522E-01 a      1060     0    53     1    20
 -2.6413168444024082E-02 a      1061     0    54     1     1
  1.2152800670422863E+01 a      1062     0    54     1     2
 -2.2764839824136516E+01 a      1063     0    54     1     3
 -4.9885372322161210E+00 a      1064     0    54     1     4
  3.3136838530760365E+01 a      1065     0    54     1     5
 -1.1809575974765174E+00 a      1066     0    54     1     6
  4.7894812560349376E-01 a      1067     0    54     1     7
  2.1225005111831301E+00 a      1068     0    54     1     8
 -3.4481663341288424E+00 a      1069     0    54     1     9
 -4.1478673823227084E+00 a      1070     0    54     1    10
  1.2832466794793933E+00 a      1071     0    54     1    11
  1.9694170964591684E+01 a      1072     0    54     1    12
 -9.1008071457855415E+00 a      1073     0    54     1    13
  1.7572047382693079E+01 a      1074     0    54     1    14
  1.7886501241954814E-01 a      1075     0    54     1    15
 -1.5147832540363815E+01 a      1076     0    54     1    16
 -2.5495266491629856E+01 a      1077     0    54     1    17
  9.4753672649129292E+00 a      1078     0    54     1    18
  5.7759220005575340E+00 a      1079     0    54     1    19
 -2.9045391756061661E-01 a      1080     0    54     1    20
 -5.7504650873956260E+00 a      1081     0    55     1     1
  4.3000014213811326E+00 a      1082     0    55     1     2
 -1.7282709599114423E+01 a      1083     0    55     1     3
  9.9366917436091171E+00 a      1084     0    55     1     4
  2.4728810555606309E+01 a      1085     0    55     1     5
 -1.4542609704809623E+01 a      1086     0    55     1     6
  1.1918312310699140E+01 a      1087     0    55     1     7
  4.7274374724573946E+01 a      1088     0    55     1     8
 -1.4663594228280493E+01 a      1089     0    55     1     9
 -1.0048291414638243E+01 a      1090     0    55     1    10
  9.8019938486825406E+00 a      1091     0    55     1    11
 -9.9946220079914649E+00 a      1092     0    55     1    12
 -1.6294630384241708E+00 a      1093     0    55     1    13
  1.4837426027781708E+01 a      1094     0    55     1    14
 -3.6691470391914396E+00 a      1095     0    55     1    15
 -2.2400308528083510E+01 a      1096     0    55     1    16
  6.8040381993735988E+00 a      1097     0    55     1    17
  3.4865561335752786E+00 a      1098     0    55     1    18
  2.9207212929357201E+01 a      1099     0    55     1    19
 -3.5706198776971312E+00 a      1100     0    55     1    20
  4.0642321657340972E+00 a      1101     0    56     1     1
 -9.1713976887535313E+00 a      1102     0    56     1     2
 -1.2298441630680726E+01 a      1103     0    56     1     3
 -2.8454654290804093E+00 a      1104     0    56     1     4
 -1.3023276298031577E+01 a      1105     0    56     1     5
 -3.9183208264886678E+00 a      1106     0    56     1     6
  1.9831068806377778E+00 a      1107     0    56     1     7
  1.5306882913387014E+01 a      1108     0    56     1     8
 -1.8881585388938728E+01 a      1109     0    56     1     9
  8.0196375694972524E+00 a      1110     0    56     1    10
  5.1385476818039688E+00 a      1111     0    56     1    11
  7.7700160893689221E+00 a      1112     0    56     1    12
  1.3757705090757938E+01 a      1113     0    56     1    13
 -5.1822192101040185E+00 a      1114     0    56     1    14
  1.7817999328555953E+01 a      1115     0    56     1    15
  4.1328929446236295E+01 a      1116     0    56     1    16
 -7.9435512122412932E+00 a      1117     0    56     1    17
 -1.3834296837515550E+01 a      1118     0    56     1    18
 -1.0196801276466101E+00 a      1119     0    56     1    19
 -1.7873860128874246E+00 a      1120     0    56     1    20
  8.8874862924573357E+00 a      1121     0    57     1     1
  5.9818766927602895E-01 a      1122     0    57     1     2
 -3.1984569665153991E+01 a      1123     0    57     1     3
 -5.7468969801646697E-01 a      1124     0    57     1     4
  1.4095905663991228E+01 a      1125     0    57     1     5
  6.3844054795379774E+00 a      1126     0    57     1     6
 -4.2059865290194267E+00 a      1127     0    57     1     7
  2.8968449384054647E+01 a      1128     0    57     1     8
  3.7098097760610318E+00 a      1129     0    57     1     9
  1.5207730061154200E+01 a      1130     0    57     1    10
  4.4115537183859264E+00 a      1131     0    57     1    11
 -3.3968317753755075E+00 a      1132     0    57     1    12
 -1.0885962438111150E+01 a      1133     0    57     1    13
  3.2907794902280281E+00 a      1134     0    57     1    14
  6.8970019519770016E+00 a      1135     0    57     1    15
  2.8799059981034596E+01 a      1136     0    57     1    16
  2.9723623393037015E+00 a      1137     0    57     1    17
 -1.6457629264701350E+01 a      1138     0    57     1    18
  4.7164493440390682E+00 a      1139     0    57     1    19
  5.0995009605394681E-01 a      1140     0    57     1    20
  6.7224568822134838E+00 a      1141     0    58     1     1
 -1.1728555530333956E+01 a      1142     0    58     1     2
  2.2915069660360945E+01 a      1143     0    58     1     3
  7.7247853557105985E+00 a      1144     0    58     1     4
  1.2878175889319948E+01 a      1145     0    58     1     5
 -1.9484757610660202E+00 a      1146     0    58     1     6
  4.1099827594578011E+00 a      1147     0    58     1     7
  1.6694862315960242E+00 a      1148     0    58     1     8
  1.3276386279021160E+01 a      1149     0    58     1     9
 -8.2920493721364430E+00 a      1150     0    58     1    10
 -4.8413363456578020E+00 a      1151     0    58     1    11
 -3.2847226078970642E+00 a      1152     0    58     1    12
  1.7123825830262842E+00 a      1153     0    58     1    13
 -1.8139020316292196E+01 a      1154     0    58     1    14
  9.7441714783542714E+00 a      1155     0    58     1    15
  8.3753310876000739E+00 a      1156     0    58     1    16
  6.8413398782121755E+00 a      1157     0    58     1    17
  1.9474447871681597E+00 a      1158     0    58     1    18
  3.0226536454108901E+00 a      1159     0    58     1    19
  4.6975844792514234E+00 a      1160     0    58     1    20
 -1.6036258490078953E-01 a      1161     0    59     1     1
 -4.2731833421092169E+00 a      1162     0    59     1     2
 -1.0403703296360598E+01 a      1163     0    59     1     3
  3.8358157770161889E+00 a      1164     0    59     1     4
  1.2965052179503809E+01 a      1165     0    59     1     5
 -3.3061856786548196E+00 a      1166     0    59     1     6
 -2.7962923891121063E+00 a      1167     0    59     1     7
 -7.0015674731397786E+00 a      1168     0    59     1     8
  6.7471601951238958E+00 a      1169     0    59     1     9
 -3.0353335593349628E+00 a      1170     0    59     1    10
 -2.0758056380194132E+00 a      1171     0    59     1    11
 -4.0994983476472386E+00 a      1172     0    59     1    12
  1.7939571009498568E+01 a      1173     0    59     1    13
 -2.4162501772330703E+01 a      1174     0    59     1    14
 -5.0564610815047262E+00 a      1175     0    59     1    15
 -1.0772211282765074E+01 a      1176     0    59     1    16
  6.2154896528419279E+00 a      1177     0    59     1    17
 -2.5158026184834672E+01 a      1178     0    59     1    18
 -2.2259433367260133E+00 a      1179     0    59     1    19
  1.5478989900670213E+00 a      1180     0    59     1    20
  8.1464808122795400E+00 a      1181     0    60     1     1
  5.8618267554793260E+00 a      1182     0    60     1     2
  1.9284392717866048E+00 a      1183     0    60     1     3
 -9.1337487725187266E-02 a      1184     0    60     1     4
  3.1347187912768817E+01 a      1185     0    60     1     5
 -3.6317240272777265E+00 a      1186     0    60     1     6
 -7.1425253539352012E+00 a      1187     0    60     1     7
  1.7873019823337447E+01 a      1188     0    60     1     8
  1.1863948385945063E+01 a      1189     0    60     1     9
 -8.0173205635635758E-01 a      1190     0    60     1    10
 -4.9115238141859701E+00 a      1191     0    60     1    11
  1.9351172867523423E+00 a      1192     0    60     1    12
 -3.1550089966198622E+00 a      1193     0    60     1    13
 -1.2311796931481437E+01 a      1194     0    60     1    14
  1.1885353175907563E+00 a      1195     0    60     1    15
  1.7308656149912593E+00 a      1196     0    60     1    16
 -1.5371754233366111E+01 a      1197     0    60     1    17
 -8.0201416884352010E+00 a      1198     0    60     1    18
 -4.9614307831144133E+00 a      1199     0    60     1    19
  1.2436510019020406E+00 a      1200     0    60     1    20
 -1.5063761577258257E+01 a      1201     0    61     1     1
  1.1985766927590371E+01 a      1202     0    61     1     2
 -2.9573625565051609E+00 a      1203     0    61     1     3
 -7.3519036166937939E+00 a      1204     0    61     1     4
  1.0595680732086700E+01 a      1205     0    61     1     5
 -3.7640039145019979E+00 a      1206     0    61     1     6
 -5.5686830509297884E+00 a      1207     0    61     1     7
  8.6748192047064805E+00 a      1208     0    61     1     8
 -1.4116428207103711E+01 a      1209     0    61     1     9
  6.3501735443863536E+00 a      1210     0    61     1    10
 -6.8426181575189382E-01 a      1211     0    61     1    11
  1.4151562317830587E+01 a      1212     0    61     1    12
 -1.7165491900398153E+00 a      1213     0    61     1    13
 -2.7578263743481568E+01 a      1214     0    61     1    14
 -8.8219761952117111E+00 a      1215     0    61     1    15
 -2.0678345145552864E+01 a      1216     0    61     1    16
  1.3476573551725851E+01 a      1217     0    61     1    17
  4.2713053711638729E+00 a      1218     0    61     1    18
  3.2181973837079196E+00 a      1219     0    61     1    19
  4.8907319926908901E+00 a      1220     0    61     1    20
 -4.6557610808986931E+00 a      1221     0    62     1     1
 -5.0958632919756948E+00 a      1222     0    62     1     2
  1.5872967986720514E+00 a      1223     0    62     1     3
  4.5179600127991764E+00 a      1224     0    62     1     4
  3.4122216731295851E+00 a      1225     0    62     1     5
  6.7241232244957427E-01 a      1226     0    62     1     6
  1.4958700966182508E+00 a      1227     0    62     1     7
 -2.2556756726018516E+00 a      1228     0    62     1     8
  7.3852036197665227E-02 a      1229     0    62     1     9
  1.0804172780989145E+01 a      1230     0    62     1    10
 -5.8105586730201764E-01 a      1231     0    62     1    11
 -6.8632632793937756E+00 a      1232     0    62     1    12
  1.3191178784726953E+01 a      1233     0    62     1    13
  5.6034142913253309E+00 a      1234     0    62     1    14
  1.0462850036943439E+00 a      1235     0    62     1    15
  1.3936266803382379E+01 a      1236     0    62     1    16
 -1.5377810750262411E+01 a      1237     0    62     1    17
 -9.1948916193648973E+00 a      1238     0    62     1    18
 -5.5547204115605524E+00 a      1239     0    62     1    19
  7.5846505333588898E-01 a      1240     0    62     1    20
  7.2920813298303191E+00 a      1241     0    63     1     1
 -1.8860587025249419E+01 a      1242     0    63     1     2
  5.0801891275672713E+00 a      1243     0    63     1     3
 -5.4854196424269173E+00 a      1244     0    63     1     4
  8.2540581750311066E+00 a      1245     0    63     1     5
 -8.6491708374980085E+00 a      1246     0    63     1     6
  1.3548900672346774E+01 a      1247     0    63     1     7
 -7.5468621526901964E+00 a      1248     0    63     1     8
 -1.2580632244184603E+01 a      1249     0    63     1     9
 -8.4883459084998947E-01 a      1250     0    63     1    10
 -8.7676648669589206E+00 a      1251     0    63     1    11
  1.8593883395318500E+01 a      1252     0    63     1    12
  4.4401722490435285E+00 a      1253     0    63     1    13
 -1.8528166684214092E+01 a      1254     0    63     1    14
 -2.0475604458690672E+01 a      1255     0    63     1    15
 -7.0858360023849389E+00 a      1256     0    63     1    16
 -7.1470233678314390E+00 a      1257     0    63     1    17
 -2.0134232752120312E+01 a      1258     0    63     1    18
  3.5098004321175615E+00 a      1259     0    63     1    19
 -2.8323337821036989E+00 a      1260     0    63     1    20
 -5.7394671487254572E+00 a      1261     0    64     1     1
 -8.3152541097367259E+00 a      1262     0    64     1     2
 -1.8225838174759915E+01 a      1263     0    64     1     3
 -6.4123848949545215E+00 a      1264     0    64     1     4
 -6.6821450901027699E+00 a      1265     0    64     1     5
  8.4863995848532969E-01 a      1266     0    64     1     6
 -1.7567131396687721E+00 a      1267     0    64     1     7
  1.9405795591482897E+00 a      1268     0    64     1     8
 -7.5434273494646416E+00 a      1269     0    64     1     9
 -5.1626569269119138E-01 a      1270     0    64     1    10
  2.0305246095691523E+00 a      1271     0    64     1    11
  4.3863691406544136E+00 a      1272     0    64     1    12
  8.5202282662072424E+00 a      1273     0    64     1    13
  1.3665718593700666E+01 a      1274     0    64     1    14
  7.5366075190781618E+00 a      1275     0    64     1    15
  9.7589718101545504E+00 a      1276     0    64     1    16
  1.9336236885542178E+01 a      1277     0    64     1    17
 -1.5477029271476058E+01 a      1278     0    64     1    18
 -1.0000197741480317E+01 a      1279     0    64     1    19
 -4.9864566533060373E+00 a      1280     0    64     1    20
  8.0924581327443779E+00 a      1281     0    65     1     1
 -1.7147462032828847E-01 a      1282     0    65     1     2
 -3.6279883367999757E+00 a      1283     0    65     1     3
 -4.8377792654590204E+00 a      1284     0    65     1     4
 -2.0497015134486137E+01 a      1285     0    65     1     5
  2.3595395361782314E+00 a      1286     0    65     1     6
  1.9812155185117394E-01 a      1287     0    65     1     7
 -8.3158133099580791E+00 a      1288     0    65     1     8
 -3.8535341213289813E+00 a      1289     0    65     1     9
  6.4621014001869188E+00 a      1290     0    65     1    10
 -3.6078341632625488E+00 a      1291     0    65     1    11
  7.4703105985910900E+00 a      1292     0    65     1    12
 -9.2610508380204082E-01 a      1293     0    65     1    13
  8.7064072998474042E+00 a      1294     0    65     1    14
  1.2584719911564623E+01 a      1295     0    65     1    15
 -1.4685473051754217E+01 a      1296     0    65     1    16
  1.1110861034797274E+01 a      1297     0    65     1    17
  1.6604018551862744E+01 a      1298     0    65     1    18
 -5.3231652977898074E+00 a      1299     0    65     1    19
