################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  5.1016845405005518E-01 a       807     0    41     1     7
 -8.1115685254207526E-01 a       808     0    41     1     8
  2.2326958347988374E+01 a       809     0    41     1     9
 -3.8454083793916749E+00 a       810     0    41     1    10
 -4.0538890554429168E+00 a       811     0    41     1    11
 -3.5645359187337702E+00 a       812     0    41     1    12
  6.5037047850848850E+00 a       813     0    41     1    13
  1.3634135603096476E+01 a       814     0    41     1    14
 -1.5510441308344898E+01 a       815     0    41     1    15
 -1.8183441129070033E+01 a       816     0    41     1    16
  1.4251218646899817E+01 a       817     0    41     1    17
 -1.5500836175661227E+01 a       818     0    41     1    18
  1.2599405079275265E+00 a       819     0    41     1    19
 -2.2548012786372489E+01 a       820     0    41     1    20
 -1.8401008092855314E+01 a       821     0    42     1     1
 -2.8154779408347885E+01 a       822     0    42     1     2
 -1.4616284826070732E+01 a       823     0    42     1     3
 -1.5489644238541223E+00 a       824     0    42     1     4
  5.1923466519941623E+00 a       825     0    42     1     5
  3.0902360220936579E+01 a       826     0    42     1     6
  5.5482797303508180E+00 a       827     0    42     1     7
 -5.7318178518817042E+00 a       828     0    42     1     8
  7.1552375743505625E-01 a       829     0    42     1     9
  2.7820281888345306E+00 a       830     0    42     1    10
 -1.0920249826162379E+01 a       831     0    42     1    11
 -3.0601735305780049E+00 a       832     0    42     1    12
 -6.5743695936042608E+00 a       833     0    42     1    13
  2.4244534736853454E+00 a       834     0    42     1    14
 -7.9365282223054203E+00 a       835     0    42     1    15
 -1.6997000930022704E+01 a       836     0    42     1    16
  8.2544224296390798E+00 a       837     0    42     1    17
  4.6208478543834817E+00 a       838     0    42     1    18
  7.2494875112343742E+00 a       839     0    42     1    19
 -6.2312166501699391E+00 a       840     0    42     1    20
  1.1600325996397848E+01 a       841     0    43     1     1
 -1.0653412572527346E+01 a       842     0    43     1     2
  7.6985586948738032E+00 a       843     0    43     1     3
  3.0163554754048221E+01 a       844     0    43     1     4
 -1.9854384641051851E+01 a       845     0    43     1     5
  3.4204733511341942E+01 a       846     0    43     1     6
 -3.3493188780504881E+00 a       847     0    43     1     7
 -2.0109768964361732E+00 a       848     0    43     1     8
 -6.4952445448034926E+00 a       849     0    43     1     9
  2.5036014269703588E+00 a       850     0    43     1    10
  1.8984141006589792E+00 a       851     0    43     1    11
 -1.1776202309538846E+01 a       852     0    43     1    12
 -1.2792334209544560E+01 a       853     0    43     1    13
  5.2669609220975691E+00 a       854     0    43     1    14
  4.4269825023480047E+00 a       855     0    43     1    15
 -4.2621453552910658E+01 a       856     0    43     1    16
 -6.4604014735700126E+00 a       857     0    43     1    17
 -2.2002248243016883E+01 a       858     0    43     1    18
  7.7989534410137606E+00 a       859     0    43     1    19
 -5.7511942242378957E+00 a       860     0    43     1    20
  1.2032993153950645E+01 a       861     0    44     1     1
  7.1209829780633447E+00 a       862     0    44     1     2
  1.1000304140238371E+00 a       863     0    44     1     3
  4.4239981680069134E+00 a       864     0    44     1     4
 -4.4734885234496657E-01 a       865     0    44     1     5
  1.1740675410065489E+01 a       866     0    44     1     6
  1.0099367953819607E+01 a       867     0    44     1     7
 -5.3534658170527258E+00 a       868     0    44     1     8
 -2.7423084637581083E+00 a       869     0    44     1     9
  2.8836339778563178E+00 a       870     0    44     1    10
 -3.2448896433574141E+00 a       871     0    44     1    11
 -7.5200708876163991E-01 a       872     0    44     1    12
 -1.7850284266853409E+00 a       873     0    44     1    13
 -1.6220820000625572E+01 a       874     0    44     1    14
 -6.9199449597908540E+00 a       875     0    44     1    15
  5.9737657441854370E+00 a       876     0    44     1    16
 -1.1867331772609516E+01 a       877     0    44     1    17
  7.4410327755350174E+00 a       878     0    44     1    18
 -1.6649750208223082E-01 a       879     0    44     1    19
 -3.8329735663475231E+00 a       880     0    44     1    20
  5.5555012326692221E-01 a       881     0    45     1     1
  2.1968358641360595E+01 a       882     0    45     1     2
 -4.0922854238916804E+00 a       883     0    45     1     3
  2.2076781629333581E+01 a       884     0    45     1     4
  9.8517456349465817E+00 a       885     0    45     1     5
 -7.1877956027235372E+00 a       886     0    45     1     6
  3.0604717157621266E+00 a       887     0    45     1     7
 -1.0300144301050969E+01 a       888     0    45     1     8
  1.1765396426399196E+01 a       889     0    45     1     9
 -3.5744710488158260E-01 a       890     0    45     1    10
  6.6562630930749158E+00 a       891     0    45     1    11
  6.2228824092308725E+00 a       892     0    45     1    12
  1.8675025283429438E+00 a       893     0    45     1    13
 -1.8989793542945335E+00 a       894     0    45     1    14
 -2.0592558611512640E+01 a       895     0    45     1    15
 -1.4206665979225482E+01 a       896     0    45     1    16
  1.2450799137425966E+01 a       897     0    45     1    17
  3.8287784883031439E+00 a       898     0    45     1    18
  2.4280491126223849E+00 a       899     0    45     1    19
 -6.7399053837553815E+00 a       900     0    45     1    20
 -1.9471373478419149E+00 a       901     0    46     1     1
 -1.5638417597273685E+01 a       902     0    46     1     2
  1.3347119243581956E+01 a       903     0    46     1     3
 -1.5839710759802399E+01 a       904     0    46     1     4
 -1.8016355077301597E+01 a       905     0    46     1     5
  2.8043757361538724E+01 a       906     0    46     1     6
 -9.4404921578143099E+00 a       907     0    46     1     7
  6.9670593659476436E+00 a       908     0    46     1     8
  2.8319731669495805E+01 a       909     0    46     1     9
 -1.4005534943150491E+00 a       910     0    46     1    10
  1.0445996857240853E+01 a       911     0    46     1    11
  6.4810087608361426E+00 a       912     0    46     1    12
  2.4975979222392439E+01 a       913     0    46     1    13
  1.2502647662263248E+01 a       914     0    46     1    14
  9.4081830726835705E+00 a       915     0    46     1    15
  5.4087265246661698E+00 a       916     0    46     1    16
  1.5459357035154268E+01 a       917     0    46     1    17
  1.0897949672306213E+01 a       918     0    46     1    18
  6.2335651865776427E+00 a       919     0    46     1    19
 -2.0422813124071087E+01 a       920     0    46     1    20
 -1.5007697810846379E+00 a       921     0    47     1     1
 -1.9049876323177347E+01 a       922     0    47     1     2
 -2.6231359484451421E+01 a       923     0    47     1     3
  2.3036448566893423E+01 a       924     0    47     1     4
  4.1233031869644963E+00 a       925     0    47     1     5
 -3.6935008736662684E+00 a       926     0    47     1     6
 -6.0174333844073145E+00 a       927     0    47     1     7
  2.8982908537541823E+00 a       928     0    47     1     8
 -1.0644551585419794E+01 a       929     0    47     1     9
  7.3064420879348146E+00 a       930     0    47     1    10
  2.7637668170543401E+00 a       931     0    47     1    11
  6.8012707518973121E+00 a       932     0    47     1    12
  7.2768203404454423E+00 a       933     0    47     1    13
 -1.1613737399168794E+01 a       934     0    47     1    14
  2.6054611464407966E+01 a       935     0    47     1    15
  1.8819884811515259E+01 a       936     0    47     1    16
 -2.7505736314075953E+01 a       937     0    47     1    17
  1.9204482061212236E+01 a       938     0    47     1    18
 -3.4285140509140297E+00 a       939     0    47     1    19
  8.0203686504250591E+00 a       940     0    47     1    20
  6.9105676819334105E+00 a       941     0    48     1     1
  2.7017420882321719E+01 a       942     0    48     1     2
  1.6471066409973037E+01 a       943     0    48     1     3
  2.9241094887859845E+01 a       944     0    48     1     4
  4.5067826562040816E+00 a       945     0    48     1     5
 -3.1944573916222883E+01 a       946     0    48     1     6
 -3.0543799788912828E+01 a       947     0    48     1     7
  8.9785536230598879E+00 a       948     0    48     1     8
  4.9615134782729126E-01 a       949     0    48     1     9
 -2.0331886577856122E+00 a       950     0    48     1    10
 -2.4846072976909870E+00 a       951     0    48     1    11
  2.7261904642096071E+00 a       952     0    48     1    12
  1.2778094428780619E+01 a       953     0    48     1    13
  1.0801006578343211E+01 a       954     0    48     1    14
  1.3291964193011621E+01 a       955     0    48     1    15
  2.7593913775828717E+01 a       956     0    48     1    16
  9.8337455549473685E-01 a       957     0    48     1    17
 -6.9458756869927525E+00 a       958     0    48     1    18
 -5.5267743502660966E+00 a       959     0    48     1    19
 -7.8244709166357920E+00 a       960     0    48     1    20
  3.9511181578763246E+00 a       961     0    49     1     1
 -7.3759428224024051E+00 a       962     0    49     1     2
 -8.7543349083189952E+00 a       963     0    49     1     3
 -6.3095746682847293E+00 a       964     0    49     1     4
 -3.1319295016834228E+00 a       965     0    49     1     5
 -2.9876839922142890E+00 a       966     0    49     1     6
  1.2468118113107902E+01 a       967     0    49     1     7
  3.8270295118148723E+00 a       968     0    49     1     8
 -1.5386817390870890E+01 a       969     0    49     1     9
 -3.5238799427354248E+00 a       970     0    49     1    10
 -6.6079173272739249E+00 a       971     0    49     1    11
  1.2785421194940541E+01 a       972     0    49     1    12
  1.0503802235764224E+01 a       973     0    49     1    13
  5.9585178181304919E+00 a       974     0    49     1    14
 -4.3037393939382591E+00 a       975     0    49     1    15
  1.8586945502888781E+01 a       976     0    49     1    16
 -1.3014093908431423E+01 a       977     0    49     1    17
 -4.0240917894650314E+00 a       978     0    49     1    18
 -1.1820495013193177E+01 a       979     0    49     1    19
  7.9686210997771456E-01 a       980     0    49     1    20
 -1.6862206819518224E+01 a       981     0    50     1     1
  4.9439994700629466E+00 a       982     0    50     1     2
 -1.2213201858570653E+00 a       983     0    50     1     3
  7.8931867518107115E+00 a       984     0    50     1     4
  1.4607864728332101E+01 a       985     0    50     1     5
 -1.8369970364053795E+01 a       986     0    50     1     6
  7.1047193172908818E+00 a       987     0    50     1     7
  1.0088861434665105E+01 a       988     0    50     1     8
  1.6653271159212263E+01 a       989     0    50     1     9
 -3.8417921981420786E+00 a       990     0    50     1    10
  9.6951207711781096E-01 a       991     0    50     1    11
  1.1105527461869005E+00 a       992     0    50     1    12
 -9.0810950991384143E+00 a       993     0    50     1    13
  2.4194048638991777E+01 a       994     0    50     1    14
  8.3754821148736820E+00 a       995     0    50     1    15
  2.7775045603068836E+01 a       996     0    50     1    16
  7.0929047705399766E+00 a       997     0    50     1    17
 -6.0307022481803010E+00 a       998     0    50     1    18
  4.1051594423944602E+00 a       999     0    50     1    19
  1.2518429845526038E+01 a      1000     0    50     1    20
 -7.1724737943954908E+00 a      1001     0    51     1     1
 -1.2889458608694966E+01 a      1002     0    51     1     2
 -1.2506791410242480E+01 a      1003     0    51     1     3
  5.6942574483200810E+00 a      1004     0    51     1     4
 -3.2899346521410205E-01 a      1005     0    51     1     5
 -5.9588337560764435E+00 a      1006     0    51     1     6
 -2.9728305301230410E+01 a      1007     0    51     1     7
  1.6982482413755619E+01 a      1008     0    51     1     8
 -1.3273937275504874E+01 a      1009     0    51     1     9
  5.1719960503059266E+00 a      1010     0    51     1    10
  6.4195643226008539E+00 a      1011     0    51     1    11
 -5.9459286907653714E+00 a      1012     0    51     1    12
  1.3095248169483229E+01 a      1013     0    51     1    13
  6.6353355646059411E+00 a      1014     0    51     1    14
  3.6888420635109767E+01 a      1015     0    51     1    15
 -1.5967504855271963E+01 a      1016     0    51     1    16
 -3.7342601245982060E+01 a      1017     0    51     1    17
 -4.6000314257563248E+00 a      1018     0    51     1    18
 -4.2338719822643691E+00 a      1019     0    51     1    19
 -2.0551250000081858E+01 a      1020     0    51     1    20
 -2.7582284924903306E+01 a      1021     0    52     1     1
 -2.5413490630351451E+01 a      1022     0    52     1     2
  4.6374370940213980E+00 a      1023     0    52     1     3
  3.4124330196547263E+01 a      1024     0    52     1     4
 -3.2699726604301356E+00 a      1025     0    52     1     5
 -2.7230016841532578E+01 a      1026     0    52     1     6
 -5.0197984418081901E+01 a      1027     0    52     1     7
  1.8739954912948071E+00 a      1028     0    52     1     8
 -2.8433334698225234E+01 a      1029     0    52     1     9
 -4.1653748784106787E-01 a      1030     0    52     1    10
  4.6866028819544219E+01 a      1031     0    52     1    11
 -4.0238859204645268E+00 a      1032     0    52     1    12
 -3.0049942158463709E+00 a      1033     0    52     1    13
  4.0093316301777136E+01 a      1034     0    52     1    14
  3.2462330523571161E+00 a      1035     0    52     1    15
  1.0159247803637573E+01 a      1036     0    52     1    16
  3.7711087293090340E+00 a      1037     0    52     1    17
  1.3595016779799295E+01 a      1038     0    52     1    18
  9.7953786641683376E+00 a      1039     0    52     1    19
  1.6954197767664027E+01 a      1040     0    52     1    20
 -5.2787889841921327E+00 a      1041     0    53     1     1
 -4.9595603550699586E+01 a      1042     0    53     1     2
 -5.4102598786724618E+00 a      1043     0    53     1     3
  7.8982455192646694E-01 a      1044     0    53     1     4
  1.3183190258579019E+01 a      1045     0    53     1     5
  2.3740644926453655E+01 a      1046     0    53     1     6
 -9.9821881481790022E+00 a      1047     0    53     1     7
 -4.6940165855514505E-02 a      1048     0    53     1     8
 -1.1260534067340339E+01 a      1049     0    53     1     9
  5.3039378938237238E+00 a      1050     0    53     1    10
  5.9988588762750945E+00 a      1051     0    53     1    11
  7.1736503476064828E-01 a      1052     0    53     1    12
  2.0866908129115149E+00 a      1053     0    53     1    13
  9.6398831777638403E+00 a      1054     0    53     1    14
  5.5562123697705257E+00 a      1055     0    53     1    15
  1.1923237556755879E+01 a      1056     0    53     1    16
 -9.4388905678688388E+00 a      1057     0    53     1    17
  2.2259920426829762E+01 a      1058     0    53     1    18
 -2.4083398002814715E+00 a      1059     0    53     1    19
 -4.3925277284244615E+01 a      1060     0    53     1    20
  1.1693356684743383E+01 a      1061     0    54     1     1
  5.4519150291360710E+00 a      1062     0    54     1     2
  3.2642685335736155E+00 a      1063     0    54     1     3
 -2.1520319605243873E+01 a      1064     0    54     1     4
  8.7657175522209019E-01 a      1065     0    54     1     5
  2.2513934396872468E+01 a      1066     0    54     1     6
 -2.5557801151850764E+01 a      1067     0    54     1     7
  5.2956058629291380E-01 a      1068     0    54     1     8
  1.4886178533857523E+01 a      1069     0    54     1     9
  1.8864563988974803E-01 a      1070     0    54     1    10
  9.4489066001018998E+00 a      1071     0    54     1    11
 -4.7003450972007649E-01 a      1072     0    54     1    12
  6.1423830071891299E+00 a      1073     0    54     1    13
 -1.3906243858124402E+01 a      1074     0    54     1    14
 -8.0635779212294101E-01 a      1075     0    54     1    15
 -2.3672063831038415E+01 a      1076     0    54     1    16
  5.7883738116641696E+00 a      1077     0    54     1    17
  5.5317681820196563E-01 a      1078     0    54     1    18
 -3.2122203881714304E+00 a      1079     0    54     1    19
  9.4879363517248194E+00 a      1080     0    54     1    20
 -8.6919224532884254E+00 a      1081     0    55     1     1
  6.2070119468244176E+00 a      1082     0    55     1     2
 -8.9143853782036580E+00 a      1083     0    55     1     3
  7.9189691765125980E+00 a      1084     0    55     1     4
 -2.4709338868503458E+01 a      1085     0    55     1     5
 -4.5861492325630010E+01 a      1086     0    55     1     6
  1.0390078682394552E+01 a      1087     0    55     1     7
 -1.0964671987287484E+00 a      1088     0    55     1     8
  4.2150206736276964E+01 a      1089     0    55     1     9
  4.6134278201493100E+00 a      1090     0    55     1    10
 -6.8377148616255328E+00 a      1091     0    55     1    11
  5.6662373483481003E+00 a      1092     0    55     1    12
 -2.6660373040883453E+01 a      1093     0    55     1    13
  1.3583660533003114E+01 a      1094     0    55     1    14
  1.8965669253365505E-01 a      1095     0    55     1    15
  5.9980364481202786E+00 a      1096     0    55     1    16
  5.2190982295986563E+00 a      1097     0    55     1    17
 -2.7397676572843672E+01 a      1098     0    55     1    18
 -1.4691548756713045E+01 a      1099     0    55     1    19
 -1.1612911268379090E+01 a      1100     0    55     1    20
 -5.7893885802521732E+00 a      1101     0    56     1     1
 -8.2644692428324706E-01 a      1102     0    56     1     2
  5.3374057977377365E-01 a      1103     0    56     1     3
  9.1533591556503193E+00 a      1104     0    56     1     4
  7.3562794159046234E+00 a      1105     0    56     1     5
 -8.4486353399395320E+00 a      1106     0    56     1     6
 -3.0791062272470224E+01 a      1107     0    56     1     7
 -8.6565991449307289E-01 a      1108     0    56     1     8
 -6.5834165922104964E+00 a      1109     0    56     1     9
  1.0352800834370812E+00 a      1110     0    56     1    10
  1.0606582606720243E+01 a      1111     0    56     1    11
 -1.2753375231393673E+00 a      1112     0    56     1    12
  9.1409968610875350E+00 a      1113     0    56     1    13
 -5.3897399644285770E+01 a      1114     0    56     1    14
  6.0322840031323226E+00 a      1115     0    56     1    15
 -3.8398808204623663E+01 a      1116     0    56     1    16
  1.9886552896664895E+01 a      1117     0    56     1    17
  6.5072757225739446E+00 a      1118     0    56     1    18
 -4.3971862979118130E+00 a      1119     0    56     1    19
 -4.1427042573840147E+01 a      1120     0    56     1    20
 -1.7031990847360372E+01 a      1121     0    57     1     1
 -3.4572894030333501E+01 a      1122     0    57     1     2
  1.8279004571686730E+01 a      1123     0    57     1     3
  2.8527057709954913E+00 a      1124     0    57     1     4
 -4.0408613620650602E+00 a      1125     0    57     1     5
  1.9990685722048793E+00 a      1126     0    57     1     6
  1.5203952526004647E+01 a      1127     0    57     1     7
  2.6246696447313211E+00 a      1128     0    57     1     8
 -3.7379394003797315E+00 a      1129     0    57     1     9
  3.8745329902357932E+00 a      1130     0    57     1    10
  4.0804156524481471E+01 a      1131     0    57     1    11
 -6.7138873073608769E+00 a      1132     0    57     1    12
  1.0038737035514114E+01 a      1133     0    57     1    13
 -2.5285481278528072E+00 a      1134     0    57     1    14
  7.2923552953949331E+00 a      1135     0    57     1    15
  2.8905855018766150E+01 a      1136     0    57     1    16
  2.5636434504801194E+01 a      1137     0    57     1    17
 -1.3280221511236535E+01 a      1138     0    57     1    18
  2.8304745479708098E+00 a      1139     0    57     1    19
  1.5920510588886948E+01 a      1140     0    57     1    20
 -4.1048250348208688E+00 a      1141     0    58     1     1
  9.4173474079936046E+00 a      1142     0    58     1     2
 -5.7539793750434205E+00 a      1143     0    58     1     3
  5.9851547790142163E+00 a      1144     0    58     1     4
  7.7366931687652025E+00 a      1145     0    58     1     5
 -7.0254652442034944E+00 a      1146     0    58     1     6
  7.5133372564193177E+00 a      1147     0    58     1     7
 -3.6255294966398988E+00 a      1148     0    58     1     8
 -1.9598855620264871E+01 a      1149     0    58     1     9
  1.2993860622936280E+00 a      1150     0    58     1    10
 -1.0309724080057274E+01 a      1151     0    58     1    11
 -2.0885671612969312E+00 a      1152     0    58     1    12
 -7.7509486260403966E+00 a      1153     0    58     1    13
 -1.7501787955791123E+01 a      1154     0    58     1    14
 -3.7576593677213723E+00 a      1155     0    58     1    15
  2.9784690208994160E+00 a      1156     0    58     1    16
 -3.0906831956486260E+00 a      1157     0    58     1    17
 -4.7379314864370583E+00 a      1158     0    58     1    18
 -8.6407407258671647E+00 a      1159     0    58     1    19
  6.2109759680651937E+00 a      1160     0    58     1    20
  1.3655222728937382E+00 a      1161     0    59     1     1
  7.5219321854256718E+00 a      1162     0    59     1     2
  8.3705487318751111E+00 a      1163     0    59     1     3
 -1.4386586740432895E+01 a      1164     0    59     1     4
  1.3208051630247882E+01 a      1165     0    59     1     5
  3.4677320355425145E+00 a      1166     0    59     1     6
 -4.7388298132707374E-01 a      1167     0    59     1     7
 -4.0669368254996047E-01 a      1168     0    59     1     8
 -8.9138503158932458E+00 a      1169     0    59     1     9
 -3.4520662918270468E+00 a      1170     0    59     1    10
 -7.6005131736021374E+00 a      1171     0    59     1    11
 -3.1441423947014062E+00 a      1172     0    59     1    12
 -1.0130251918067263E+01 a      1173     0    59     1    13
  1.0429194100374067E+01 a      1174     0    59     1    14
 -1.0350529710036881E+01 a      1175     0    59     1    15
 -8.2328474145850645E+00 a      1176     0    59     1    16
  6.0503847589335864E+00 a      1177     0    59     1    17
  2.7436063742986485E-02 a      1178     0    59     1    18
  5.0961025597673015E-02 a      1179     0    59     1    19
  1.6841430923749101E+01 a      1180     0    59     1    20
  4.5420093438656722E-01 a      1181     0    60     1     1
 -5.8052988029246606E+00 a      1182     0    60     1     2
 -6.8918872017780615E+00 a      1183     0    60     1     3
 -2.0607908678869602E+01 a      1184     0    60     1     4
 -8.8504121486072975E+00 a      1185     0    60     1     5
  2.3515693526084345E+00 a      1186     0    60     1     6
  1.0066408730004589E+01 a      1187     0    60     1     7
 -3.8646240434810313E+00 a      1188     0    60     1     8
 -1.7455623258850011E+01 a      1189     0    60     1     9
  7.3613228517756002E-01 a      1190     0    60     1    10
  1.0164776145508858E-01 a      1191     0    60     1    11
 -5.3858248613321413E-01 a      1192     0    60     1    12
  2.8866948879474643E+00 a      1193     0    60     1    13
 -1.3464448336941752E+01 a      1194     0    60     1    14
 -4.2820388203585846E+00 a      1195     0    60     1    15
 -2.6090802191439021E+01 a      1196     0    60     1    16
 -9.5377593653465311E+00 a      1197     0    60     1    17
  4.9426305669713910E+00 a      1198     0    60     1    18
 -1.5441243775464646E+00 a      1199     0    60     1    19
  1.1262970260430889E+01 a      1200     0    60     1    20
 -1.2017260730625644E+01 a      1201     0    61     1     1
  8.2993740862872212E+00 a      1202     0    61     1     2
  2.0411229216813318E+00 a      1203     0    61     1     3
 -7.6625822642885071E+00 a      1204     0    61     1     4
  7.6910068485613401E+00 a      1205     0    61     1     5
 -7.4921569504039063E+00 a      1206     0    61     1     6
 -9.2891736765734283E+00 a      1207     0    61     1     7
 -1.1546031795073528E+00 a      1208     0    61     1     8
  1.9124192920187753E+01 a      1209     0    61     1     9
  6.3220336586780057E-01 a      1210     0    61     1    10
  7.5217208384061287E+00 a      1211     0    61     1    11
 -3.9137724368447819E+00 a      1212     0    61     1    12
 -1.3499033585880980E+01 a      1213     0    61     1    13
  1.2453940583035912E+01 a      1214     0    61     1    14
  3.3711471036200513E+00 a      1215     0    61     1    15
  3.1326704130272969E+00 a      1216     0    61     1    16
  6.2084430889779796E+00 a      1217     0    61     1    17
  7.2397709870165299E+00 a      1218     0    61     1    18
  6.2264848804137554E+00 a      1219     0    61     1    19
 -1.2982330381620836E+01 a      1220     0    61     1    20
 -3.0442780670222647E-01 a      1221     0    62     1     1
  9.5634272873001802E-01 a      1222     0    62     1     2
 -3.2288801646236087E+00 a      1223     0    62     1     3
 -1.3789505829998607E+00 a      1224     0    62     1     4
 -8.4921193872566541E+00 a      1225     0    62     1     5
 -8.2847946388729490E+00 a      1226     0    62     1     6
 -1.1328669295015469E+01 a      1227     0    62     1     7
 -4.6604126529466177E+00 a      1228     0    62     1     8
 -1.1106508057198486E+01 a      1229     0    62     1     9
  1.8544641111663931E+00 a      1230     0    62     1    10
  2.1292161317489815E+00 a      1231     0    62     1    11
  3.0237817715900492E-02 a      1232     0    62     1    12
  1.1639906864435849E+01 a      1233     0    62     1    13
 -4.9364208819304496E+00 a      1234     0    62     1    14
 -1.9993506280396900E+00 a      1235     0    62     1    15
 -2.2482128626220216E+01 a      1236     0    62     1    16
  1.4012766229871951E+00 a      1237     0    62     1    17
  3.2348719311691996E+00 a      1238     0    62     1    18
 -2.9807751195216370E+00 a      1239     0    62     1    19
 -1.4460441531409534E+00 a      1240     0    62     1    20
  8.7445869682998834E-01 a      1241     0    63     1     1
 -6.3658874957625313E+00 a      1242     0    63     1     2
  6.9783971778855980E+00 a      1243     0    63     1     3
 -1.3390356735838163E+01 a      1244     0    63     1     4
 -5.8945294055449100E+00 a      1245     0    63     1     5
 -1.2287487370030101E+00 a      1246     0    63     1     6
  1.4028025873869238E+01 a      1247     0    63     1     7
 -6.5499154723550168E+00 a      1248     0    63     1     8
  1.1327088038737244E+01 a      1249     0    63     1     9
 -3.0509385317978368E+00 a      1250     0    63     1    10
 -1.0289251826871538E+01 a      1251     0    63     1    11
  1.4109487577046935E+00 a      1252     0    63     1    12
 -5.7785598316380264E+00 a      1253     0    63     1    13
  2.1179315366985918E+00 a      1254     0    63     1    14
 -1.1939010201918610E+01 a      1255     0    63     1    15
  2.3102630527839634E+00 a      1256     0    63     1    16
  1.5612983162721974E+01 a      1257     0    63     1    17
  3.3619854674184169E-01 a      1258     0    63     1    18
  2.2120273271307824E+00 a      1259     0    63     1    19
  1.3240146615293170E+01 a      1260     0    63     1    20
 -1.1700859173074569E+01 a      1261     0    64     1     1
 -2.8719709374926364E+01 a      1262     0    64     1     2
  4.3072380439227240E+00 a      1263     0    64     1     3
 -1.7106892790669569E+01 a      1264     0    64     1     4
  1.5506904514750048E+00 a      1265     0    64     1     5
  3.4543937417475784E-01 a      1266     0    64     1     6
 -9.5860596047089661E+00 a      1267     0    64     1     7
  3.0634161939784046E+00 a      1268     0    64     1     8
 -9.6002596394109716E+00 a      1269     0    64     1     9
  7.3769213180274096E-01 a      1270     0    64     1    10
  9.1836435179460574E-01 a      1271     0    64     1    11
  4.8516759592087331E+00 a      1272     0    64     1    12
 -8.7784451698291974E+00 a      1273     0    64     1    13
  2.8803901623903476E+00 a      1274     0    64     1    14
  4.3252032911218725E+00 a      1275     0    64     1    15
 -2.0404236727466397E+01 a      1276     0    64     1    16
  2.1242426463427901E+01 a      1277     0    64     1    17
  1.9444156923498991E+01 a      1278     0    64     1    18
  1.5888568669356706E+00 a      1279     0    64     1    19
 -1.5769978120011032E+00 a      1280     0    64     1    20
 -6.1886207218286708E+00 a      1281     0    65     1     1
 -1.8125716143363263E+01 a      1282     0    65     1     2
 -1.9871344197892171E+01 a      1283     0    65     1     3
  1.2959336636899360E+01 a      1284     0    65     1     4
  1.7475951890875177E+01 a      1285     0    65     1     5
  1.4394947430544483E-01 a      1286     0    65     1     6
 -8.0620507997971487E+00 a      1287     0    65     1     7
  1.8200026807684200E+00 a      1288     0    65     1     8
 -1.2076893712891087E+01 a      1289     0    65     1     9
  3.4164990456605175E+00 a      1290     0    65     1    10
  1.7366855102767946E+01 a      1291     0    65     1    11
  4.3013557622648859E+00 a      1292     0    65     1    12
 -2.9135736201738005E+01 a      1293     0    65     1    13
  7.1050420641000329E+00 a      1294     0    65     1    14
  9.7350190298225865E+00 a      1295     0    65     1    15
  2.8379081498152572E+00 a      1296     0    65     1    16
 -9.3579256390008840E+00 a      1297     0    65     1    17
  1.2226379748442627E+01 a      1298     0    65     1    18
  5.3745140828124747E+00 a      1299     0    65     1    19
  1.6024074405084615E+01 a      1300     0    65     1    20
  9.3087177354042208E+00 a      1301     0    66     1     1
  1.2573906608854394E+01 a      1302     0    66     1     2
 -5.1315389959064228E-01 a      1303     0    66     1     3
  1.1942133620819281E+01 a      1304     0    66     1     4
 -9.7344442552481993E+00 a      1305     0    66     1     5
 -1.0693654539375661E+01 a      1306     0    66     1     6
 -1.5983017998385394E+01 a      1307     0    66     1     7
  5.2142629276567583E+00 a      1308     0    66     1     8
  2.0000378027074324E+00 a      1309     0    66     1     9
  1.1552405525497373E+00 a      1310     0    66     1    10
  1.0989642822062892E+01 a      1311     0    66     1    11
  2.8985563298447476E+00 a      1312     0    66     1    12
 -5.3297389057032944E+00 a      1313     0    66     1    13
  7.1033016657974146E+00 a      1314     0    66     1    14
  5.2928134827167161E+00 a      1315     0    66     1    15
  1.7175039284700944E+00 a      1316     0    66     1    16
 -1.5518365892872847E+01 a      1317     0    66     1    17
 -5.1027399792387556E+00 a      1318     0    66     1    18
  2.7969631085820952E+00 a      1319     0    66     1    19
  4.1211247744952759E+00 a      1320     0    66     1    20
 -1.2907495348624177E+01 a      1321     0    67     1     1
  1.5329632625777808E+01 a      1322     0    67     1     2
 -1.3101850463761794E+01 a      1323     0    67     1     3
 -2.0657830199339259E+01 a      1324     0    67     1     4
  2.6705421399677860E+01 a      1325     0    67     1     5
 -6.5635240885311719E+00 a      1326     0    67     1     6
 -2.8866104250632687E+00 a      1327     0    67     1     7
  3.0253966879376564E+00 a      1328     0    67     1     8
  2.4736588758952354E+00 a      1329     0    67     1     9
 -2.0350640026873792E-01 a      1330     0    67     1    10
 -6.2854323666287213E+00 a      1331     0    67     1    11
  8.0234057264866596E+00 a      1332     0    67     1    12
 -4.8771558742926171E+00 a      1333     0    67     1    13
