################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.9391715573507568E+01 a      2358     0   118     1    18
  2.3655861775782260E+01 a      2359     0   118     1    19
 -1.0812358239115552E+01 a      2360     0   118     1    20
 -2.3067635266953854E+01 a      2361     0   119     1     1
  1.3039957465648058E+00 a      2362     0   119     1     2
 -1.9398800357410799E+00 a      2363     0   119     1     3
  1.1003905622012347E+01 a      2364     0   119     1     4
  9.6467686849225587E-01 a      2365     0   119     1     5
 -8.6975075891937259E-01 a      2366     0   119     1     6
 -7.8845824126113662E-01 a      2367     0   119     1     7
 -1.9743129891743703E+00 a      2368     0   119     1     8
 -1.0881591399596298E+01 a      2369     0   119     1     9
  1.7986389021468106E+01 a      2370     0   119     1    10
  9.5856173790349626E+00 a      2371     0   119     1    11
 -6.2469156722417085E-01 a      2372     0   119     1    12
  4.5057602593973634E-01 a      2373     0   119     1    13
 -6.6576814147558605E-01 a      2374     0   119     1    14
 -1.3678938942844883E+00 a      2375     0   119     1    15
 -1.9112519672118087E+00 a      2376     0   119     1    16
  1.0910506538998606E+01 a      2377     0   119     1    17
  1.3495119586006044E+01 a      2378     0   119     1    18
 -1.2850404993592232E+01 a      2379     0   119     1    19
 -2.4750600087309613E+00 a      2380     0   119     1    20
  4.0339704498432107E+00 a      2381     0   120     1     1
 -2.2360833000723169E+01 a      2382     0   120     1     2
 -1.8870423949184904E+01 a      2383     0   120     1     3
  3.4238494628643721E+01 a      2384     0   120     1     4
 -7.0723383926822576E+00 a      2385     0   120     1     5
 -3.1393256766162461E+00 a      2386     0   120     1     6
 -1.1891276362425236E+00 a      2387     0   120     1     7
 -3.0122764198475693E-01 a      2388     0   120     1     8
  3.3857194091542984E+00 a      2389     0   120     1     9
  1.5880715923140029E+01 a      2390     0   120     1    10
  1.8341688249908419E+00 a      2391     0   120     1    11
  1.6216700826318231E+00 a      2392     0   120     1    12
  3.6315448438495852E+00 a      2393     0   120     1    13
 -1.4785919597428006E+01 a      2394     0   120     1    14
 -6.7248842318276714E-01 a      2395     0   120     1    15
  7.5679367347881392E+00 a      2396     0   120     1    16
 -2.0323228689363994E+01 a      2397     0   120     1    17
  2.9612594896983779E+01 a      2398     0   120     1    18
  2.3300930464955723E+01 a      2399     0   120     1    19
 -1.0147044872003296E+01 a      2400     0   120     1    20
 -1.4301808522301208E+01 a      2401     0   121     1     1
  4.1928353361458166E+00 a      2402     0   121     1     2
  1.6154645455307377E+00 a      2403     0   121     1     3
 -1.3060450544478023E+01 a      2404     0   121     1     4
 -5.6226287571749030E+00 a      2405     0   121     1     5
  6.7256194301891981E+00 a      2406     0   121     1     6
 -8.4681953786106745E-01 a      2407     0   121     1     7
 -2.0988833116618242E+00 a      2408     0   121     1     8
 -5.9031220071751029E+00 a      2409     0   121     1     9
  8.1575081665517621E-02 a      2410     0   121     1    10
  2.5122797392964538E+00 a      2411     0   121     1    11
  3.6828634259072008E+00 a      2412     0   121     1    12
  7.0363983605569951E+00 a      2413     0   121     1    13
  1.3192281895396178E+01 a      2414     0   121     1    14
  1.4699411694095707E+01 a      2415     0   121     1    15
  1.9085293139797734E+01 a      2416     0   121     1    16
  3.8574402402854453E+01 a      2417     0   121     1    17
  8.1239734411027236E+00 a      2418     0   121     1    18
 -2.0026211250553260E+01 a      2419     0   121     1    19
  1.0135884102535062E+01 a      2420     0   121     1    20
 -9.4841645740376688E+00 a      2421     0   122     1     1
  8.6507820225545924E+00 a      2422     0   122     1     2
  2.1274873654552535E+00 a      2423     0   122     1     3
 -1.9567377360493368E+00 a      2424     0   122     1     4
  4.9784783979792877E+00 a      2425     0   122     1     5
 -3.0233704349116209E+01 a      2426     0   122     1     6
 -4.5512053706089856E-01 a      2427     0   122     1     7
 -1.7794627562088072E+00 a      2428     0   122     1     8
  2.0050784836279014E+01 a      2429     0   122     1     9
 -1.0799849833986372E+01 a      2430     0   122     1    10
 -5.9496054414703288E+00 a      2431     0   122     1    11
  1.2033851494974916E+00 a      2432     0   122     1    12
  1.3452131269935033E+00 a      2433     0   122     1    13
  2.6606199280569203E+00 a      2434     0   122     1    14
 -7.3160977306443238E+00 a      2435     0   122     1    15
  1.7002896578742220E+01 a      2436     0   122     1    16
  1.3451236233788940E+01 a      2437     0   122     1    17
 -2.0872783144281776E+01 a      2438     0   122     1    18
  3.5525068837131135E-01 a      2439     0   122     1    19
  1.5272846570617780E+00 a      2440     0   122     1    20
 -3.4720376426945947E+01 a      2441     0   123     1     1
  5.9696380859748164E+00 a      2442     0   123     1     2
 -1.7297088729152616E+01 a      2443     0   123     1     3
  1.7016517376681360E+01 a      2444     0   123     1     4
  9.2172777831142376E+00 a      2445     0   123     1     5
 -1.8795381685068095E+00 a      2446     0   123     1     6
  3.4659908023750243E+00 a      2447     0   123     1     7
 -2.3110322769540201E+00 a      2448     0   123     1     8
  1.2377547352691662E+00 a      2449     0   123     1     9
 -4.6540268038255332E+00 a      2450     0   123     1    10
 -8.8383349095965542E+00 a      2451     0   123     1    11
 -3.5254645576728323E+00 a      2452     0   123     1    12
 -9.2442779573616840E-01 a      2453     0   123     1    13
 -1.0470148626508937E+00 a      2454     0   123     1    14
  4.9169184267717070E-01 a      2455     0   123     1    15
  9.0105999082603638E+00 a      2456     0   123     1    16
  3.1302392426106657E+01 a      2457     0   123     1    17
 -5.2501286729990284E+01 a      2458     0   123     1    18
  1.0696477981535017E+01 a      2459     0   123     1    19
  2.5293916608569106E+01 a      2460     0   123     1    20
 -2.3092701215505534E-01 a      2461     0   124     1     1
  1.3163650405003560E+01 a      2462     0   124     1     2
 -3.5915131400027120E+00 a      2463     0   124     1     3
 -2.0380428767095573E+00 a      2464     0   124     1     4
  2.7102902577614869E+00 a      2465     0   124     1     5
 -1.0543849690388479E+01 a      2466     0   124     1     6
 -7.1384431502918333E-01 a      2467     0   124     1     7
 -2.0126068395450492E-01 a      2468     0   124     1     8
  1.5285045783498798E+01 a      2469     0   124     1     9
 -7.1644278069560503E+00 a      2470     0   124     1    10
  1.3619761956350414E+00 a      2471     0   124     1    11
  2.0223583693220983E+00 a      2472     0   124     1    12
  1.0460218478602801E+00 a      2473     0   124     1    13
  2.1099579613960282E+00 a      2474     0   124     1    14
 -6.3219596428281100E-01 a      2475     0   124     1    15
  5.4607407018439091E-01 a      2476     0   124     1    16
  9.6467394594106946E+00 a      2477     0   124     1    17
 -2.3418101677383114E+00 a      2478     0   124     1    18
  7.5778176973065206E+00 a      2479     0   124     1    19
 -4.8335437451631362E+00 a      2480     0   124     1    20
 -4.7835260474971646E+00 a      2481     0   125     1     1
  3.9246432926848969E+00 a      2482     0   125     1     2
 -1.9703243339581569E+00 a      2483     0   125     1     3
 -9.9876196345365997E-01 a      2484     0   125     1     4
 -8.4542287876883582E-01 a      2485     0   125     1     5
  8.2536793618496844E+00 a      2486     0   125     1     6
 -2.1204541967627935E-01 a      2487     0   125     1     7
 -2.8385685130366806E-01 a      2488     0   125     1     8
 -1.7265714417146816E-01 a      2489     0   125     1     9
 -2.0831334308224650E-01 a      2490     0   125     1    10
 -3.0545241501564782E+00 a      2491     0   125     1    11
  9.2145672578424820E-02 a      2492     0   125     1    12
 -2.0692242712947509E-01 a      2493     0   125     1    13
 -1.7009641316188440E+00 a      2494     0   125     1    14
 -2.3381839190020512E-01 a      2495     0   125     1    15
 -1.3206728149106837E+00 a      2496     0   125     1    16
 -6.3281091779186316E-01 a      2497     0   125     1    17
 -1.4346941439145082E+01 a      2498     0   125     1    18
  1.4669214025320394E+00 a      2499     0   125     1    19
 -1.1223446601933840E+00 a      2500     0   125     1    20
 -1.9226803330627324E+00 a      2501     0   126     1     1
 -9.0842237422485308E+00 a      2502     0   126     1     2
 -5.9966915172899133E+00 a      2503     0   126     1     3
  2.5121723814847816E+00 a      2504     0   126     1     4
 -4.2069017445979853E+00 a      2505     0   126     1     5
  4.8854319404369582E+00 a      2506     0   126     1     6
 -4.8679907626537344E-02 a      2507     0   126     1     7
 -1.9939671439769696E-01 a      2508     0   126     1     8
 -2.8663081123230056E+00 a      2509     0   126     1     9
  5.3965908382951620E+00 a      2510     0   126     1    10
  2.8513633256589168E+00 a      2511     0   126     1    11
  4.2364087323326899E-01 a      2512     0   126     1    12
 -3.1074011676555385E-01 a      2513     0   126     1    13
 -1.9290262188638927E+00 a      2514     0   126     1    14
 -2.0734276731052002E+00 a      2515     0   126     1    15
 -3.9096902799779376E-01 a      2516     0   126     1    16
  7.4941350258194206E-01 a      2517     0   126     1    17
  9.2891370812278817E-01 a      2518     0   126     1    18
  4.3110261386777600E+00 a      2519     0   126     1    19
 -1.6150280181997605E+00 a      2520     0   126     1    20
 -8.5404763924867855E-01 a      2521     0   127     1     1
 -5.0664890228930393E+00 a      2522     0   127     1     2
  2.3426841599300721E+00 a      2523     0   127     1     3
  3.6269169725704624E+00 a      2524     0   127     1     4
  1.4541279475560385E+00 a      2525     0   127     1     5
  1.8475841517378644E+00 a      2526     0   127     1     6
 -2.0387464822493581E-01 a      2527     0   127     1     7
  6.0379889900753310E-03 a      2528     0   127     1     8
  1.0111070002136919E+00 a      2529     0   127     1     9
  1.8016080319349947E+00 a      2530     0   127     1    10
 -4.5938753665037552E-02 a      2531     0   127     1    11
  8.4995827414288072E-01 a      2532     0   127     1    12
  8.3814878556526695E-01 a      2533     0   127     1    13
 -9.4538794556706962E-01 a      2534     0   127     1    14
  5.1885084265626980E-01 a      2535     0   127     1    15
  4.4224278003453127E-01 a      2536     0   127     1    16
 -2.7467730511923154E+00 a      2537     0   127     1    17
 -1.8704603745739374E+00 a      2538     0   127     1    18
  8.4163715950805096E-01 a      2539     0   127     1    19
  3.1678919600592170E+00 a      2540     0   127     1    20
  6.1076468463328011E+00 a      2541     0   128     1     1
  4.1170990042028794E+00 a      2542     0   128     1     2
 -8.7211999059840883E-01 a      2543     0   128     1     3
  2.2068756669929130E+00 a      2544     0   128     1     4
 -2.4464717909614406E+00 a      2545     0   128     1     5
 -1.3660052415807311E+00 a      2546     0   128     1     6
  8.1439509647103572E-02 a      2547     0   128     1     7
 -4.4032566154764080E-01 a      2548     0   128     1     8
  2.5946691044490713E+00 a      2549     0   128     1     9
 -7.7149076463754902E+00 a      2550     0   128     1    10
  7.1405162225517160E-01 a      2551     0   128     1    11
  6.3732710727091302E-01 a      2552     0   128     1    12
  2.6998684540830381E-01 a      2553     0   128     1    13
  1.5197931220563674E+00 a      2554     0   128     1    14
 -1.9752222879631389E+00 a      2555     0   128     1    15
  5.7107043303017069E-01 a      2556     0   128     1    16
  5.7522725369043375E+00 a      2557     0   128     1    17
 -1.3567754074418392E+00 a      2558     0   128     1    18
 -3.5652287401991032E+00 a      2559     0   128     1    19
  1.3800330632564546E+00 a      2560     0   128     1    20
 -7.0439282338092353E+00 a      2561     0   129     1     1
 -3.3624189683201173E+00 a      2562     0   129     1     2
 -1.9677338816413177E+00 a      2563     0   129     1     3
  3.8031631820678999E+00 a      2564     0   129     1     4
  5.5479082775444255E-01 a      2565     0   129     1     5
  2.3325128158311017E+00 a      2566     0   129     1     6
  5.7133978863979429E-01 a      2567     0   129     1     7
 -1.9600972966671801E-01 a      2568     0   129     1     8
  6.8992764270020208E+00 a      2569     0   129     1     9
 -7.6852402895756526E+00 a      2570     0   129     1    10
  2.0760280222547682E+00 a      2571     0   129     1    11
 -2.6765212769058322E-01 a      2572     0   129     1    12
 -5.3771060105713597E-01 a      2573     0   129     1    13
 -9.5261611327952034E-01 a      2574     0   129     1    14
  1.0331843886344878E+00 a      2575     0   129     1    15
 -1.6535491603006081E+00 a      2576     0   129     1    16
  4.2465012759980020E-01 a      2577     0   129     1    17
 -1.0502588963197286E+00 a      2578     0   129     1    18
  2.5693579474544395E+00 a      2579     0   129     1    19
  2.8825982306838376E+00 a      2580     0   129     1    20
  1.8022568112751269E+01 a      2581     0   130     1     1
  3.5960318917602802E-01 a      2582     0   130     1     2
 -2.2040475562414801E+00 a      2583     0   130     1     3
 -3.8817248176469179E+00 a      2584     0   130     1     4
 -4.7993060827194585E+00 a      2585     0   130     1     5
 -2.7277318259134660E+01 a      2586     0   130     1     6
  1.1550640620413763E+00 a      2587     0   130     1     7
  1.6309957711608249E+00 a      2588     0   130     1     8
 -6.7789743267163782E+00 a      2589     0   130     1     9
 -1.4149495835286565E+01 a      2590     0   130     1    10
  6.9791897773018459E+00 a      2591     0   130     1    11
 -1.2184194916219193E+00 a      2592     0   130     1    12
 -1.4212318644097697E+00 a      2593     0   130     1    13
 -5.4474876887598223E+00 a      2594     0   130     1    14
  7.7297059731711544E+00 a      2595     0   130     1    15
  2.1858390244827239E+00 a      2596     0   130     1    16
  1.0984683206786320E+01 a      2597     0   130     1    17
 -6.8535073208497197E+00 a      2598     0   130     1    18
 -1.2028417042109622E+01 a      2599     0   130     1    19
  4.9983491062846488E+00 a      2600     0   130     1    20
  1.1425118390730455E+01 a      2601     0   131     1     1
  1.5519523231402339E+00 a      2602     0   131     1     2
  2.8015796961113004E-01 a      2603     0   131     1     3
 -3.8072903120254207E+00 a      2604     0   131     1     4
  4.5925774961671231E-02 a      2605     0   131     1     5
 -2.2238383761888145E+00 a      2606     0   131     1     6
  3.3436405665731017E-01 a      2607     0   131     1     7
  8.4097684633228786E-01 a      2608     0   131     1     8
  2.3784575562876014E+00 a      2609     0   131     1     9
 -6.1551652453123946E+00 a      2610     0   131     1    10
 -5.2865275120112321E+00 a      2611     0   131     1    11
  4.3807389734261687E-01 a      2612     0   131     1    12
  5.6395096736293351E-02 a      2613     0   131     1    13
 -1.3503994401568986E-01 a      2614     0   131     1    14
  8.6763529727782551E-01 a      2615     0   131     1    15
  2.0686751058252972E+00 a      2616     0   131     1    16
 -5.1089414226737739E+00 a      2617     0   131     1    17
 -1.5036980822721424E+00 a      2618     0   131     1    18
  5.2342128254882008E+00 a      2619     0   131     1    19
 -1.5142108379973929E-01 a      2620     0   131     1    20
 -3.9084397071286183E+00 a      2621     0   132     1     1
  4.5773258989567118E+00 a      2622     0   132     1     2
  1.0055163326654093E+01 a      2623     0   132     1     3
 -1.6566592141244001E+01 a      2624     0   132     1     4
  4.8391373562785178E+00 a      2625     0   132     1     5
  8.2898338674893921E+00 a      2626     0   132     1     6
  9.0016651619200549E-01 a      2627     0   132     1     7
 -6.1691499160570290E-02 a      2628     0   132     1     8
 -3.0705854974731213E+00 a      2629     0   132     1     9
 -1.2565253005081743E+01 a      2630     0   132     1    10
 -4.7882696969397626E-01 a      2631     0   132     1    11
 -1.1079009838661587E+00 a      2632     0   132     1    12
 -2.1511361116140320E+00 a      2633     0   132     1    13
  5.1230575544049310E+00 a      2634     0   132     1    14
  1.4412190596815599E+00 a      2635     0   132     1    15
 -7.4591337700677434E+00 a      2636     0   132     1    16
  1.1094274611924488E+01 a      2637     0   132     1    17
 -1.3935699152398627E+01 a      2638     0   132     1    18
 -7.9481762848477437E+00 a      2639     0   132     1    19
  6.1810847089842023E+00 a      2640     0   132     1    20
  1.1994843102687634E+01 a      2641     0   133     1     1
 -3.8326460805196101E+00 a      2642     0   133     1     2
  2.5250671091743189E+00 a      2643     0   133     1     3
  7.4921964207916787E+00 a      2644     0   133     1     4
  7.2820930208524104E-01 a      2645     0   133     1     5
 -2.1629863759885346E+00 a      2646     0   133     1     6
  7.1977924956959050E-01 a      2647     0   133     1     7
  5.2907603387951641E-01 a      2648     0   133     1     8
 -5.1124786313628849E+00 a      2649     0   133     1     9
  4.9780636411996513E+00 a      2650     0   133     1    10
 -3.9210059967841424E+00 a      2651     0   133     1    11
 -1.5414122044616270E+00 a      2652     0   133     1    12
 -3.1860691599476074E+00 a      2653     0   133     1    13
 -1.9597735795922220E+00 a      2654     0   133     1    14
 -6.8737149543514882E+00 a      2655     0   133     1    15
 -7.5018544380408176E+00 a      2656     0   133     1    16
 -1.5281522325505348E+01 a      2657     0   133     1    17
 -1.2513803315176204E+00 a      2658     0   133     1    18
  8.8631172222189853E+00 a      2659     0   133     1    19
 -6.5077926469561742E+00 a      2660     0   133     1    20
  1.2508945567014106E+01 a      2661     0   134     1     1
 -1.8669337890205728E+00 a      2662     0   134     1     2
 -6.3756667049271760E+00 a      2663     0   134     1     3
  3.3823921187671004E+00 a      2664     0   134     1     4
 -9.1959165478930882E-01 a      2665     0   134     1     5
  1.5051570153488212E+01 a      2666     0   134     1     6
  5.0767699167735125E-01 a      2667     0   134     1     7
  5.4509048485628475E-01 a      2668     0   134     1     8
 -6.4394919343539341E+00 a      2669     0   134     1     9
  1.5536670088154652E+00 a      2670     0   134     1    10
  1.7418950054800897E+00 a      2671     0   134     1    11
 -5.7648061760516123E-01 a      2672     0   134     1    12
 -6.3948725493236869E-01 a      2673     0   134     1    13
 -3.0003506391032153E+00 a      2674     0   134     1    14
  6.1672818130648990E+00 a      2675     0   134     1    15
 -7.8263396581587132E+00 a      2676     0   134     1    16
 -3.1554379302180293E+00 a      2677     0   134     1    17
  4.2707063236840295E+00 a      2678     0   134     1    18
 -1.3708886386032295E+00 a      2679     0   134     1    19
  2.7509764972588696E-01 a      2680     0   134     1    20
  8.9484375311096187E+00 a      2681     0   135     1     1
 -3.4708768216371011E+00 a      2682     0   135     1     2
  4.2744022127035848E+00 a      2683     0   135     1     3
 -3.3504316477754723E+00 a      2684     0   135     1     4
 -2.3141160006518393E+00 a      2685     0   135     1     5
  6.3352145462268288E+00 a      2686     0   135     1     6
 -1.1498990969082583E+00 a      2687     0   135     1     7
  1.4626766062173540E+00 a      2688     0   135     1     8
  1.0750017971433720E-01 a      2689     0   135     1     9
  1.8999318646569459E+00 a      2690     0   135     1    10
  5.7110975061930551E+00 a      2691     0   135     1    11
  7.8506092584717291E-01 a      2692     0   135     1    12
 -2.2558426218910577E-01 a      2693     0   135     1    13
 -1.9831940529426839E+00 a      2694     0   135     1    14
  6.7729367225548600E+00 a      2695     0   135     1    15
 -3.8729079863892162E+00 a      2696     0   135     1    16
 -1.5681766891830426E+01 a      2697     0   135     1    17
  2.8471223855768184E+01 a      2698     0   135     1    18
 -2.9129171404600021E+00 a      2699     0   135     1    19
 -1.2069061492477413E+01 a      2700     0   135     1    20
 -2.3462674290560988E+00 b      2701     1     1
  2.2271060875851589E-01 b      2702     1     2
 -1.6136100060826615E+00 b      2703     1     3
  1.8384167771603138E-01 b      2704     1     4
  5.8156237898788876E-02 b      2705     1     5
 -2.8834658025535331E+00 b      2706     1     6
 -8.1963516843450812E-01 b      2707     1     7
  4.2920773112316818E-01 b      2708     1     8
  2.0136669541146550E+00 b      2709     1     9
  3.6983231859266175E-01 b      2710     1    10
  8.5485478998459841E-01 b      2711     1    11
  1.1001381114269877E+00 b      2712     1    12
 -7.1954191899399045E-01 b      2713     1    13
 -7.1651759075319521E-01 b      2714     1    14
 -8.2201945351411310E-01 b      2715     1    15
 -1.1578829118617260E+00 b      2716     1    16
  6.4928503505059146E-02 b      2717     1    17
 -2.8779677679155163E-01 b      2718     1    18
  1.9745048461419459E+00 b      2719     1    19
 -1.4986345011902289E+00 b      2720     1    20
  3.2931013608133997E-01 a      2721     1     1     2     1
 -5.5421498748018660E-01 a      2722     1     1     2     2
  5.2416515574284894E-01 a      2723     1     1     2     3
  6.5571153363160806E-01 a      2724     1     1     2     4
 -4.0490675070315361E-02 a      2725     1     1     2     5
  3.2254791529773597E-01 a      2726     1     1     2     6
  1.2840700110322936E+00 a      2727     1     1     2     7
  1.2054053269104916E+00 a      2728     1     1     2     8
  5.7865026329180747E-01 a      2729     1     1     2     9
  6.5205027119733439E-01 a      2730     1     1     2    10
  4.9662369444375319E-02 a      2731     1     1     2    11
  1.1304633720782522E+00 a      2732     1     1     2    12
 -1.2932273952362139E+00 a      2733     1     1     2    13
  1.5858428564908466E-03 a      2734     1     1     2    14
  1.1535097994862618E+00 a      2735     1     1     2    15
 -1.7254394999551108E-02 a      2736     1     1     2    16
 -5.5119243219340575E-01 a      2737     1     1     2    17
 -2.3027103710588817E-01 a      2738     1     1     2    18
 -6.5466159694979542E-01 a      2739     1     1     2    19
  1.2737361376834500E-01 a      2740     1     1     2    20
 -7.1688676678553021E-01 a      2741     1     2     2     1
  6.5068486047343832E-02 a      2742     1     2     2     2
 -3.3604878830116042E-01 a      2743     1     2     2     3
  9.4446088813969664E-01 a      2744     1     2     2     4
  1.5217278150529902E-02 a      2745     1     2     2     5
  3.0823711497041761E-01 a      2746     1     2     2     6
 -1.1275058652929321E-01 a      2747     1     2     2     7
 -5.4880986844658675E-01 a      2748     1     2     2     8
 -3.7074169873319990E-01 a      2749     1     2     2     9
 -7.3956292478225771E-01 a      2750     1     2     2    10
 -6.2324453805784941E-02 a      2751     1     2     2    11
  1.1071626611944661E-01 a      2752     1     2     2    12
  5.5637844379018442E-01 a      2753     1     2     2    13
 -6.2020979295252264E-02 a      2754     1     2     2    14
  2.8751303770819181E-01 a      2755     1     2     2    15
  1.8464516667589248E-02 a      2756     1     2     2    16
 -8.7086202281296732E-01 a      2757     1     2     2    17
  6.2854590249606368E-01 a      2758     1     2     2    18
  5.2707630715022646E-01 a      2759     1     2     2    19
 -4.6396644513816776E-01 a      2760     1     2     2    20
 -6.4923695715638818E-01 a      2761     1     3     2     1
 -7.5346811904302613E-01 a      2762     1     3     2     2
  8.1517651706928684E-01 a      2763     1     3     2     3
 -2.1286315407201322E+00 a      2764     1     3     2     4
  4.4491835970487732E-02 a      2765     1     3     2     5
 -7.8272155098281815E-01 a      2766     1     3     2     6
 -1.0667544326264444E+00 a      2767     1     3     2     7
  8.4559116770015363E-01 a      2768     1     3     2     8
 -4.3583842897914327E-01 a      2769     1     3     2     9
  2.7007490387193376E+00 a      2770     1     3     2    10
  3.2414639206281771E-02 a      2771     1     3     2    11
  2.6180003427056281E-01 a      2772     1     3     2    12
  1.0407806466222738E+00 a      2773     1     3     2    13
 -4.1456892493265435E-01 a      2774     1     3     2    14
 -5.0513078808575085E-01 a      2775     1     3     2    15
 -5.3088310142865199E-02 a      2776     1     3     2    16
  6.0620595011884548E-01 a      2777     1     3     2    17
 -4.0019323683451187E-02 a      2778     1     3     2    18
  4.9334008071536956E-02 a      2779     1     3     2    19
  2.8907081830550574E-01 a      2780     1     3     2    20
  1.1534692019732098E+00 a      2781     1     4     2     1
  3.6073625322515601E-01 a      2782     1     4     2     2
  1.1491705033597042E+00 a      2783     1     4     2     3
 -3.2260629821828257E-01 a      2784     1     4     2     4
  2.4202077228176348E-02 a      2785     1     4     2     5
 -4.1503779584413725E-01 a      2786     1     4     2     6
  1.7862003981893007E-01 a      2787     1     4     2     7
 -6.8846119640223824E-01 a      2788     1     4     2     8
  4.1230434096126423E-01 a      2789     1     4     2     9
  6.5183252684876558E-01 a      2790     1     4     2    10
  7.9845423637033244E-02 a      2791     1     4     2    11
  5.8248715167227716E-01 a      2792     1     4     2    12
 -4.7280991715674031E-01 a      2793     1     4     2    13
 -1.7820509444392935E-01 a      2794     1     4     2    14
  6.4562566860204262E-01 a      2795     1     4     2    15
 -9.2824878888951596E-03 a      2796     1     4     2    16
 -1.1802426633964178E+00 a      2797     1     4     2    17
 -4.2015908878664476E-01 a      2798     1     4     2    18
 -2.1450885692039298E-01 a      2799     1     4     2    19
  3.3448875832670466E-01 a      2800     1     4     2    20
  6.8504639922546307E-01 a      2801     1     5     2     1
  1.0011736175679304E+00 a      2802     1     5     2     2
  1.6347486729897384E-01 a      2803     1     5     2     3
 -2.8399962839241460E-01 a      2804     1     5     2     4
 -1.1413681030211183E-02 a      2805     1     5     2     5
 -3.3408714962474417E-01 a      2806     1     5     2     6
 -2.1104023774558991E+00 a      2807     1     5     2     7
 -6.0291772474544691E-01 a      2808     1     5     2     8
  2.0681718011089609E-01 a      2809     1     5     2     9
  6.2510060938264611E-01 a      2810     1     5     2    10
  2.3020913769025536E-01 a      2811     1     5     2    11
 -6.5747365615066544E-01 a      2812     1     5     2    12
  5.9023787918144310E-01 a      2813     1     5     2    13
  2.2299872680392807E-01 a      2814     1     5     2    14
  2.0614846847766338E-01 a      2815     1     5     2    15
 -9.2459388862613529E-03 a      2816     1     5     2    16
  1.8353962418556480E+00 a      2817     1     5     2    17
 -1.4083790787708579E+00 a      2818     1     5     2    18
 -1.0638934513453042E+00 a      2819     1     5     2    19
 -6.1035368369806020E-01 a      2820     1     5     2    20
  3.0690901568614977E+00 a      2821     1     6     2     1
  1.2867167566564308E-01 a      2822     1     6     2     2
 -2.4525872152332451E-01 a      2823     1     6     2     3
 -2.8347518840449002E+00 a      2824     1     6     2     4
  1.0853038822005232E-02 a      2825     1     6     2     5
  2.1289127739918431E-01 a      2826     1     6     2     6
  4.0346096855499425E-01 a      2827     1     6     2     7
  5.5880690112286180E-01 a      2828     1     6     2     8
  2.6802486479448558E-02 a      2829     1     6     2     9
 -8.6928910694705541E-01 a      2830     1     6     2    10
  4.0135274702761466E-02 a      2831     1     6     2    11
 -3.0190645787314287E+00 a      2832     1     6     2    12
  3.0319826594089028E+00 a      2833     1     6     2    13
  1.0572987542820435E-02 a      2834     1     6     2    14
 -1.9573036996640463E+00 a      2835     1     6     2    15
  1.7927605177656222E-02 a      2836     1     6     2    16
 -1.3792845832706582E+00 a      2837     1     6     2    17
 -3.0908413428992971E+00 a      2838     1     6     2    18
  1.7774025919881997E+00 a      2839     1     6     2    19
 -8.7116149670239595E-01 a      2840     1     6     2    20
 -1.5541373140956061E+00 a      2841     1     7     2     1
 -1.5320553196683426E+00 a      2842     1     7     2     2
  2.6369801496749873E-01 a      2843     1     7     2     3
 -2.9777958270100463E-01 a      2844     1     7     2     4
 -1.5809208936663914E+00 a      2845     1     7     2     5
  3.1162369154825320E-01 a      2846     1     7     2     6
 -6.7377130848421840E-02 a      2847     1     7     2     7
  1.9870215350094595E+00 a      2848     1     7     2     8
  1.7197493531579844E+00 a      2849     1     7     2     9
  1.9590381453194310E+00 a      2850     1     7     2    10
  2.6843890870430318E+00 a      2851     1     7     2    11
  4.7205934577037528E-01 a      2852     1     7     2    12
 -2.2456057186782759E+00 a      2853     1     7     2    13
  2.4325111772073478E+00 a      2854     1     7     2    14
  8.9205702139392662E-01 a      2855     1     7     2    15
 -1.9834490804314431E+00 a      2856     1     7     2    16
 -1.0435265514596006E+00 a      2857     1     7     2    17
 -4.5068741802753037E-01 a      2858     1     7     2    18
 -1.4980441797815554E+00 a      2859     1     7     2    19
 -2.0342936202685395E+00 a      2860     1     7     2    20
 -2.2834868473237080E+00 a      2861     1     8     2     1
  1.5743571289835017E+00 a      2862     1     8     2     2
 -5.1625969737076749E-01 a      2863     1     8     2     3
 -1.3275171519605200E+00 a      2864     1     8     2     4
  1.0265664759285313E+00 a      2865     1     8     2     5
 -4.1040610928928034E-01 a      2866     1     8     2     6
 -5.2839523057608662E-01 a      2867     1     8     2     7
 -2.6716456431305695E+00 a      2868     1     8     2     8
 -6.1025296463624612E-01 a      2869     1     8     2     9
  1.0024824273640918E+00 a      2870     1     8     2    10
 -1.4331042228232822E+00 a      2871     1     8     2    11
  8.3285964760690986E-02 a      2872     1     8     2    12
  6.7849700827170467E-01 a      2873     1     8     2    13
 -2.3922243388905367E+00 a      2874     1     8     2    14
 -2.1881699802232930E+00 a      2875     1     8     2    15
  9.9309366219807738E-01 a      2876     1     8     2    16
  1.0426882847901364E-01 a      2877     1     8     2    17
  1.9684011790869658E+00 a      2878     1     8     2    18
  2.7506977083642448E+00 a      2879     1     8     2    19
